beta channel, neutron ToF, beta_time (s)
3, 259.903, 151.627
2, 218.468,  151.63
3, 243.751, 151.638
3, 141.983, 151.642
2, 244.619, 151.648
3, 215.113, 151.661
3, 236.810, 151.662
3, 556.152, 151.669
3, 549.185, 151.669
2, 225.833,  151.67
2, 188.389, 151.677
3, 116.981, 151.692
2, 199.257, 151.713
2, 171.889, 151.742
3, 179.942, 151.742
2, 245.885, 151.774
3, 245.885, 151.774
3, 131.162, 151.781
2, 635.113, 151.784
3, 222.058, 151.788
2, 195.393, 151.791
2, 215.944, 151.793
2, 224.471, 151.801
2, 244.808, 151.806
3, 234.690, 151.813
2, 214.616, 151.825
2, 202.796,  151.83
2, 191.778,  151.83
2, 408.143,  151.83
3, 141.128,  151.86
2, 287.479, 151.867
3, 170.790, 151.871
3, 192.390,  151.89
3, 144.722, 151.936
3, 139.435, 151.936
3, 189.123, 151.952
3, 235.592,  151.96
2, 142.267, 152.015
3, 236.709, 152.022
3, 125.660, 152.023
3, 251.363, 152.075
3, 427.199,  152.08
2, 119.389, 152.092
3, 299.443, 152.104
2, 141.205, 152.118
2, 142.316, 152.118
3, 141.205, 152.118
3, 142.316, 152.118
3, 311.350, 152.127
3, 530.062, 152.165
3, 533.273, 152.181
3, 181.162, 152.182
2, 141.307, 152.192
2, 279.717, 152.203
2, 215.416, 152.267
2, 117.951, 152.272
3, 214.285, 152.286
3, 186.457, 152.292
3, 520.311, 152.306
3, 286.681, 152.316
3, 227.122, 152.321
2, 195.471, 152.327
2, 224.650, 152.347
2, 203.268, 152.354
3, 179.700, 152.364
3, 184.277, 152.383
3, 181.445, 152.415
3, 229.988, 152.434
3, 242.339, 152.477
3, 205.285, 152.479
2, 217.056, 152.482
3, 217.056, 152.482
3, 134.935, 152.504
2, 141.220, 152.516
3, 146.162, 152.537
2, 199.657, 152.553
2, 243.012, 152.555
3, 484.079, 152.578
3, 184.570, 152.633
2, 117.023, 152.638
2, 120.350, 152.672
2, 118.423, 152.674
3, 119.168, 152.696
3, 176.251,   152.7
3, 195.494, 152.702
2, 138.694, 152.706
3, 119.613, 152.759
3, 191.804, 152.767
3, 204.509, 152.767
3, 209.778, 152.767
3, 298.907, 152.768
3, 191.474, 152.775
3, 182.967, 152.783
3, 121.516, 152.794
2, 239.937, 152.835
2, 177.350, 152.862
3, 228.114, 152.866
3, 192.810, 152.888
3, 209.463, 152.892
2, 169.157, 152.905
3, 179.481,  152.91
3, 217.711, 152.926
2, 179.174, 152.932
2, 164.055, 152.941
2, 216.039, 152.981
2, 170.814, 153.009
2, 645.583, 153.087
2, 212.446,  153.09
2, 274.960, 153.092
3, 274.960, 153.092
3, 248.301, 153.128
2, 116.629, 153.199
2, 118.022, 153.202
2, 188.177, 153.228
2, 222.580, 153.262
3, 197.688, 153.264
2, 196.224, 153.272
2, 352.936, 153.317
3, 187.634, 153.399
3, 187.010, 153.411
3, 229.552, 153.492
3, 138.971, 153.533
2, 1101.120, 153.578
3, 1101.120, 153.578
3, 126.232, 153.665
3, 598.888, 153.725
3, 172.127, 153.779
2, 138.804, 153.781
3, 221.136, 153.802
3, 122.128, 153.845
3, 189.937, 153.912
2, 139.450, 153.914
3, 143.105, 153.953
3, 169.565, 153.996
3, 239.780, 154.152
3, 142.406, 154.175
2, 387.871, 154.195
3, 190.559, 154.215
3, 176.885, 154.326
2, 147.603, 154.391
3, 446.458, 154.451
3, 121.240, 154.451
3, 200.782, 154.509
2, 566.102, 154.512
2, 209.748, 154.569
3, 140.040, 154.596
2, 137.282, 154.692
3, 144.945, 154.699
2, 183.344, 154.728
3, 116.663,  154.87
2, 121.249,   154.9
3, 116.889, 154.998
2, 120.324, 155.012
3, 383.794, 155.146
2, 253.843,  155.18
3, 253.843,  155.18
3, 121.506,  155.19
3, 171.279, 155.193
2, 143.975, 155.331
2, 117.605, 155.372
3, 121.579, 155.453
2, 115.715, 155.477
2, 141.136, 155.701
2, 154.025, 155.777
3, 299.779, 155.947
2, 293.604, 156.012
2, 112.090, 156.021
2, 397.431, 156.025
3, 397.431, 156.025
3, 177.524, 156.032
3, 263.668, 156.038
3, 192.037, 156.053
3, 193.254, 156.062
2, 315.311, 156.062
2, 600.974, 156.066
3, 245.486, 156.083
3, 177.174, 156.107
3, 251.054, 156.108
3, 203.556, 156.119
2, 120.726, 156.125
2, 266.239, 156.138
2, 187.840,  156.14
3, 187.840,  156.14
3, 203.760, 156.143
2, 183.414, 156.147
2, 170.069, 156.147
3, 176.837, 156.151
3, 204.809, 156.158
2, 231.212, 156.171
2, 120.153, 156.174
3, 182.255, 156.177
3, 189.908, 156.178
2, 234.192, 156.179
2, 118.849, 156.179
3, 234.192, 156.179
3, 118.849, 156.179
3, 215.719, 156.191
3, 196.391, 156.204
3, 197.516, 156.208
2, 248.773, 156.223
2, 255.303,  156.23
2, 261.517,  156.23
2, 238.775,  156.23
3, 200.423, 156.236
3, 191.186, 156.245
2, 179.342, 156.255
2, 235.759, 156.269
2, 176.583, 156.273
2, 173.212, 156.273
2, 118.489, 156.276
2, 271.252, 156.277
2, 156.459, 156.277
3, 384.423, 156.279
2, 117.961, 156.283
2, 139.570, 156.283
3, 140.054, 156.308
3, 230.121, 156.311
2, 422.904, 156.325
2, 177.677, 156.327
3, 454.941, 156.327
2, 172.853, 156.328
3, 172.853, 156.328
2, 263.695, 156.328
2, 221.228, 156.338
3, 258.384, 156.339
2, 124.321, 156.348
3, 124.321, 156.348
3, 115.803, 156.352
2, 849.206, 156.355
2, 855.998, 156.355
3, 849.206, 156.355
3, 855.998, 156.355
3, 223.207, 156.357
3, 377.896, 156.373
3, 334.281, 156.373
2, 202.784, 156.377
3, 165.336, 156.378
3, 224.478, 156.379
3, 208.416, 156.382, 156.382
2, 838.347, 156.383
3, 838.347, 156.383
2, 341.038, 156.385
2, 216.340, 156.385
2, 257.932, 156.388
2, 205.134, 156.391
2, 187.794, 156.391
3, 181.976, 156.406
2, 229.234, 156.417
3, 134.104, 156.418
3, 173.575,  156.42
2, 194.830, 156.421
2, 324.590, 156.432
2, 329.241, 156.432
3, 324.590, 156.432
3, 329.241, 156.432
3, 235.233, 156.436
3, 234.629, 156.438
3, 191.245, 156.439
3, 440.251, 156.439
3, 247.576, 156.442
2, 559.556, 156.453
3, 126.263,  156.46
2, 134.862,  156.46
2, 219.636, 156.462
3, 248.365, 156.464
3, 233.451, 156.465
2, 198.857, 156.466
2, 569.040, 156.467
3, 203.514, 156.468
2, 245.099, 156.473
3, 194.508,  156.48
3, 148.598, 156.489
3, 129.703, 156.489
2, 415.191, 156.504
2, 390.648, 156.504
3, 144.281, 156.507
2, 215.245, 156.508
2, 198.206, 156.513
3, 216.892, 156.513
3, 189.981, 156.515
3, 191.204, 156.522
2, 207.687,  156.53
3, 207.687,  156.53
2, 200.609, 156.533
2, 338.637, 156.537
2, 334.090, 156.537
3, 338.637, 156.537
3, 334.090, 156.537
2, 191.235, 156.545
3, 191.235, 156.545
2, 237.910, 156.548
3, 245.963,  156.55
3, 183.041, 156.555
2, 141.567, 156.569
2, 460.415, 156.569
2, 315.340, 156.574
3, 425.071, 156.575
2, 181.655, 156.576
3, 176.963, 156.578
3, 244.163, 156.579
3, 204.833, 156.585
2, 557.251, 156.588
3, 557.251, 156.588
2, 247.321,  156.59
2, 225.406, 156.601
3, 519.694, 156.602
2, 169.017, 156.611
3, 175.426, 156.614
2, 270.194, 156.617
3, 175.433,  156.62
2, 497.574, 156.621
2, 178.238, 156.622
3, 219.104, 156.623
2, 279.015, 156.623
3, 279.015, 156.623
3, 229.535, 156.636
2, 194.921, 156.647
2, 191.428, 156.653
3, 191.428, 156.653
3, 186.810,  156.66
2, 191.581, 156.671
3, 191.581, 156.671
2, 704.017, 156.672
2, 704.440, 156.672
3, 704.017, 156.672
3, 704.440, 156.672
3, 444.235, 156.675, 156.675
3, 191.648, 156.677
3, 188.182,  156.68
3, 178.450,  156.68
3, 176.823,  156.68
3, 228.203, 156.703
2, 407.198, 156.712
3, 209.331,  156.72
2, 373.785, 156.721
2, 366.616, 156.721
2, 118.168, 156.724
2, 262.412, 156.734
3, 187.252, 156.737
3, 187.420, 156.741
2, 201.117, 156.755
3, 180.050, 156.759
2, 233.015, 156.766
2, 198.883, 156.775
2, 206.784, 156.775
3, 198.883, 156.775
3, 206.784, 156.775
2, 653.037, 156.777
2, 237.275, 156.777
2, 653.808, 156.777
2, 238.046, 156.777
3, 653.037, 156.777
3, 237.275, 156.777
3, 653.808, 156.777
3, 238.046, 156.777
2, 118.284, 156.778
2, 138.443, 156.794
3, 429.890, 156.795
2, 365.032, 156.802
2, 199.825, 156.802
2, 219.321, 156.802
3, 271.755, 156.806
2, 170.277, 156.821
3, 228.945, 156.826
3, 231.550, 156.826
2, 229.300, 156.832
3, 229.300, 156.832
2, 205.866, 156.833
2, 119.030, 156.834
3, 192.862, 156.837
3, 190.395, 156.844
3, 350.877,  156.87
3, 351.675,  156.87
3, 218.420, 156.871
3, 372.522, 156.875
3, 301.716, 156.877
3, 185.743, 156.877
2, 174.101, 156.882
3, 406.405, 156.883
3, 320.731, 156.885
3, 164.050, 156.886
2, 422.017, 156.904
2, 203.887, 156.908
2, 248.864, 156.929
3, 251.155, 156.935
2, 269.937, 156.939
3, 178.181, 156.941
3, 117.719, 156.957
3, 349.935, 156.975
3, 434.671, 156.984
3, 196.038, 156.985
3, 207.106, 156.986
2, 133.624, 156.991
3, 182.521, 156.992
3, 176.730, 156.996
3, 200.676, 156.999
3, 180.946,  157.04
2, 180.885, 157.044
2, 389.016, 157.045
3, 134.851, 157.048
2, 214.523,  157.05
3, 214.523,  157.05
3, 135.833, 157.053
3, 217.941, 157.054
2, 206.015, 157.057
2, 164.508, 157.058
3, 320.947,  157.07
2, 163.720, 157.071
3, 139.032, 157.083
2, 147.881, 157.097
2, 256.138, 157.098
2, 200.396, 157.108
2, 234.281, 157.115
3, 198.913, 157.119
3, 234.869, 157.134
2, 136.967, 157.145
2, 141.607, 157.145
3, 515.972, 157.145
3, 190.019, 157.146
2, 253.657, 157.149
2, 213.510, 157.152
3, 221.130,  157.16
3, 335.651, 157.167
2, 249.688, 157.167
3, 247.417,  157.17
2, 280.914, 157.173
2, 181.446, 157.175
2, 193.531, 157.179
3, 219.048, 157.184
3, 212.061, 157.191
3, 262.766, 157.192
3, 116.806, 157.196
2, 181.715, 157.196
3, 209.698, 157.202
2, 201.539, 157.217
3, 176.032, 157.227
3, 199.971, 157.239
3, 184.192, 157.259
3, 206.067, 157.264
2, 142.810, 157.271
3, 142.810, 157.271
2, 229.305, 157.276
2, 199.738, 157.301
2, 192.162, 157.301
2, 234.943, 157.317
3, 219.229, 157.325
2, 181.293, 157.326
2, 177.495, 157.326
3, 215.101,  157.33
2, 166.662, 157.336
3, 240.344, 157.339
3, 232.357, 157.345
3, 111.585,  157.35
3, 142.515, 157.352
2, 339.187, 157.358
3, 263.359, 157.365
3, 228.845, 157.375
2, 177.800, 157.381
2, 176.290, 157.384
2, 243.113, 157.398
3, 546.817, 157.399
3, 148.745,   157.4
2, 225.942, 157.413
2, 230.087, 157.421
3, 621.014, 157.422
2, 115.385, 157.441
2, 238.624, 157.456
3, 236.324, 157.463
3, 194.562, 157.469
3, 133.873, 157.475
3, 250.530, 157.482
3, 235.017, 157.483
3, 275.808, 157.511
2, 508.569, 157.517
2, 509.262, 157.517
3, 508.569, 157.517
3, 509.262, 157.517
2, 223.540, 157.518
2, 140.239, 157.524
2, 195.051, 157.529
3, 325.422,  157.53
3, 467.656, 157.535
2, 223.440, 157.555
3, 223.440, 157.555
3, 468.334, 157.558
3, 179.005, 157.563
2, 186.465, 157.564
3, 249.791, 157.569
2, 117.859, 157.578
2, 229.403,  157.58
2, 168.805, 157.581
3, 197.048, 157.609
3, 202.236, 157.611
2, 198.984, 157.615
2, 182.845, 157.617
3, 192.999, 157.618
3, 179.622, 157.627
3, 221.054, 157.633
3, 262.842,  157.64
2, 225.766, 157.647
2, 139.186,  157.65
2, 182.462, 157.653
3, 213.251, 157.656
2, 185.404, 157.687
2, 226.900, 157.694
2, 207.722, 157.698
3, 207.722, 157.698
3, 288.590, 157.703
3, 238.930,  157.71
3, 158.018, 157.724
2, 184.577, 157.725
2, 183.700, 157.728
2, 252.035,  157.73
2, 199.581, 157.742
2, 163.618, 157.746
3, 163.618, 157.746
3, 482.047, 157.768
2, 307.201, 157.772
2, 267.707, 157.786
3, 143.397, 157.805
2, 173.729, 157.806
3, 173.729, 157.806
2, 190.377, 157.809
3, 190.377, 157.809
2, 731.720, 157.811
3, 731.720, 157.811
2, 268.418, 157.815
2, 199.555, 157.855
3, 234.998, 157.856
3, 338.677, 157.859
3, 187.206, 157.862
3, 197.873, 157.868
3, 172.920, 157.891
2, 230.908, 157.891
2, 212.036,   157.9
3, 224.761, 157.905
3, 220.879, 157.954
3, 203.614, 157.963
3, 151.847,  157.99
3, 202.701, 157.998
3, 889.356, 157.998
3, 540.191, 157.999
2, 236.206, 158.016
3, 170.258, 158.031
3, 268.124, 158.033
3, 186.074, 158.059
2, 226.767, 158.064
2, 229.979, 158.064
3, 226.767, 158.064
3, 229.979, 158.064
3, 207.214, 158.088
3, 195.578, 158.092
2, 412.698, 158.104
3, 412.698, 158.104
2, 115.765, 158.109
3, 207.655, 158.113
2, 244.803, 158.117
2, 246.983, 158.143
3, 188.002,  158.15
2, 407.685, 158.161
3, 407.685, 158.161
3, 124.099, 158.167
3, 203.634, 158.174
2, 215.587, 158.177
3, 199.287, 158.204
3, 223.693, 158.212
3, 171.448, 158.228
3, 234.907, 158.231
2, 698.409, 158.236
3, 698.409, 158.236
2, 138.015, 158.257
3, 138.015, 158.257
2, 197.081,  158.27
2, 397.469, 158.273
3, 180.906, 158.281
2, 135.455, 158.287
2, 140.894, 158.287
2, 138.893, 158.293
3, 190.886, 158.303
3, 141.672, 158.303
2, 195.851, 158.319
3, 185.205, 158.366
2, 120.382, 158.383
3, 615.320, 158.408
3, 328.368, 158.416
3, 190.418, 158.417
3, 204.990,  158.42
2, 184.548, 158.448
2, 248.631, 158.458
3, 248.631, 158.458
3, 143.938, 158.461
2, 599.371, 158.472
3, 446.324,  158.48
2, 205.035, 158.484
3, 120.869, 158.501
3, 123.188, 158.501
2, 137.824, 158.504
3, 194.729,  158.51
3, 205.175, 158.582
3, 542.135, 158.599
3, 178.600, 158.624
2, 399.198, 158.643
3, 150.747, 158.649
2, 233.081,  158.65
3, 233.081,  158.65
3, 190.120, 158.694
3, 271.062, 158.717
2, 410.670, 158.721
2, 174.764, 158.724
3, 174.764, 158.724
3, 144.535, 158.725
2, 334.747, 158.747
3, 190.077, 158.765
2, 918.162, 158.776
2, 920.368, 158.776
3, 918.162, 158.776
3, 920.368, 158.776
2, 122.561, 158.812
2, 389.567, 158.822
2, 187.241, 158.855
3, 142.337, 158.857
2, 183.819,  158.86
2, 197.260, 158.879
3, 137.250, 158.881
3, 138.871, 158.886
3, 120.379, 158.886
2, 140.652,  158.89
2, 198.375, 158.893
2, 327.552,  158.92
3, 188.018,  158.94
2, 140.344, 158.972
3, 239.012, 158.973
2, 246.591, 158.995
2, 175.694, 159.016
3, 116.700, 159.021
2, 248.965, 159.042
3, 262.834, 159.053
3, 126.112, 159.082
2, 116.495, 159.088
3, 137.241, 159.141
3, 485.289, 159.158
2, 217.112, 159.195
2, 162.622, 159.198
3, 259.041, 159.246
3, 136.382, 159.271
2, 188.854,  159.28
3, 246.274,   159.3
3, 255.571, 159.325
2, 118.560, 159.335
3, 189.801, 159.335
3, 290.013, 159.346
3, 220.273, 159.347
2, 182.573, 159.383
2,  98.681, 159.384
2, 139.093, 159.424
3, 122.494,  159.43
3, 408.290, 159.495
2, 440.267, 159.497
3, 160.105,   159.5
2, 194.444, 159.503
3, 172.341, 159.521
3, 181.498, 159.525
2, 119.229, 159.525
2, 462.128, 159.526
3, 142.101, 159.559
2, 176.760, 159.566
3, 188.381,  159.57
2, 268.497, 159.619
3, 267.773, 159.632
3, 194.715, 159.671
3, 195.466, 159.699
3, 196.789, 159.699
3, 200.504,   159.7
2, 223.693, 159.714
2, 117.017, 159.744
2, 193.077, 159.745
2, 238.355, 159.766
2, 419.520, 159.816
2, 117.135, 159.833
2, 140.104, 159.857
3, 217.974, 159.864
3, 260.017, 159.869
3, 182.318, 159.883
3, 274.130, 159.935
3, 205.370, 159.938
3, 243.022, 159.941
2, 250.339, 160.028
3, 206.228, 160.029
3, 121.393, 160.064
3, 189.236, 160.081
3, 186.890, 160.081
3, 187.529, 160.098
3, 225.742, 160.201
3, 196.885, 160.222
3, 220.773, 160.242
2, 142.319, 160.244
2, 276.975, 160.246
2, 120.354, 160.255
3, 192.639,  160.26
3, 121.667, 160.269
3, 190.049, 160.298
3, 289.464, 160.317
3, 216.767, 160.329
2, 140.792, 160.331
2, 180.084, 160.344
2, 134.505,  160.37
2, 139.069, 160.372
2, 138.465, 160.415
3, 352.326, 160.462
3, 204.412, 160.463
2, 112.789, 160.486
3, 197.035, 160.487
2, 275.257, 160.488
3, 252.277, 160.502
2, 330.401,  160.55
3, 193.045, 160.552
2, 408.043, 160.569
3, 186.823, 160.618
3, 111.516, 160.701
2, 119.099, 160.714
2, 201.725, 160.747
2, 212.919, 160.747
2, 231.967, 160.769
3, 213.127, 160.792
2, 140.108,  160.81
2, 237.938,  160.89
3, 216.604, 160.896
2, 121.891, 160.919
2, 230.643, 161.038
3, 209.667,  161.04
2, 234.742, 161.049
2, 120.948, 161.064
2, 206.711, 161.086
3, 134.018, 161.174
3,  92.722, 161.237
3, 202.465, 161.357
3, 235.360, 161.407
2, 200.356, 161.456
3, 200.130, 161.474
3, 118.875, 161.524
3, 191.069, 161.538
2, 119.954, 161.544
2, 119.240, 161.544
2, 174.586, 161.559
3, 257.011, 161.565
2, 137.635,  161.61
2, 117.455, 161.637
2, 117.405, 161.637
3, 143.465, 161.669
2, 139.674,  161.68
2, 140.672, 161.682
3, 239.814, 161.706
2, 231.642, 161.786
3, 178.581, 161.811
3, 139.445, 161.874
3, 277.618, 161.906
2, 226.586, 161.922
2, 175.131, 162.149
3, 248.224, 162.174
2, 136.313, 162.252
2, 137.235, 162.252
3, 193.432, 162.258
3, 131.694, 162.261
3, 288.259,  162.36
3, 152.149, 162.394
2, 136.412, 162.618
2, 214.608, 162.748
2, 121.700, 162.787
3, 384.438, 162.837
2, 138.578, 162.839
2, 177.601, 162.909
3, 205.021, 162.934
2, 375.013, 162.941
3, 564.703, 163.431
3, 570.046, 163.431
2, 528.198, 163.483
3, 123.691, 163.617
3, 140.026, 163.626
2, 142.585, 163.762
3, 271.412, 163.827
3, 115.417,  163.92
2, 140.367, 164.146
2, 121.303, 164.179
3, 140.811, 164.193
3, 120.365, 164.342
3, 276.430,  164.45
2, 123.272, 164.495
2, 179.933,  164.55
3, 141.876, 164.558
2, 196.547, 164.559
3, 296.753, 164.565
3, 140.385, 164.671
2, 118.048, 164.841
2, 137.685, 164.911
3, 141.399, 164.946
3, 124.988, 164.987
3, 128.860, 164.987
3, 122.986, 165.203
2, 121.582, 165.333
2, 118.057, 165.345
2, 541.211, 165.635
2, 619.806, 165.696
2, 120.345, 165.701
2, 143.236, 165.715
2, 145.335, 165.954
3, 118.475, 166.018
2, 424.582, 166.396
2, 141.241, 166.719
3, 379.371, 166.818
3, 119.495, 166.905
3, 211.983, 167.063
3, 123.580,  167.15
2, 136.635, 167.419
2, 138.816, 167.419
3, 116.495, 167.552
2, 136.959, 167.575
2, 302.111, 167.654
2, 115.551, 167.768
3, 119.654, 167.867
2, 143.312,  168.08
3, 139.631, 168.088
3, 145.180,  168.09
2, 122.403, 168.159
3, 311.038, 168.278
3, 140.226, 168.451
2, 120.644, 168.504
3, 121.364, 168.581
2, 117.737, 168.714
3, 121.307, 168.739
2, 141.854, 169.269
3, 121.598, 169.398
2, 163.229, 169.735
3, 120.248, 169.821
2, 118.658, 169.841
2, 597.154,  169.89
3, 120.547, 170.072
3, 119.531, 170.175
3, 119.674, 170.294
3, 204.994, 170.435
2, 209.035, 170.444
3, 179.280, 170.453
2, 219.978, 170.458
3, 331.600,  170.47
3, 217.659,  170.47
3, 364.360, 170.472
2, 199.401, 170.482
2, 179.432, 170.482
3, 227.589, 170.487
3, 214.510, 170.492
3, 207.127, 170.492
3, 121.584,   170.5
3, 414.461, 170.503
3, 158.521, 170.505
3, 179.912, 170.512
2, 381.426, 170.514
2, 183.609, 170.531
2, 245.273, 170.532
3, 570.026, 170.541
3, 177.980, 170.555
2, 154.529, 170.564
2, 141.306, 170.572
2, 121.325, 170.572
2, 118.413, 170.572
3, 339.685, 170.584
3, 201.585, 170.587
3, 234.383, 170.599
2, 271.174, 170.601
2, 253.773, 170.603
3, 216.218, 170.603
3, 171.120, 170.608
2, 155.288, 170.609
3, 258.417,  170.61
3, 219.345, 170.611
3, 207.238, 170.612
3, 143.906, 170.617
2, 263.264, 170.622
2, 253.562, 170.622
3, 263.264, 170.622
3, 253.562, 170.622
3, 220.939, 170.623
2, 204.477, 170.623
3, 166.055, 170.624
3, 256.620, 170.628
2, 118.679, 170.628
2, 464.100,  170.63
2, 338.150, 170.632, 170.632
3, 315.143, 170.636
3, 316.852, 170.636
3, 321.329,  170.64
3, 171.219, 170.644
3, 202.781, 170.651
3, 210.888, 170.666
2, 235.683, 170.677
2, 235.004,  170.68
2, 173.963, 170.683
2, 543.450, 170.686
2, 171.384, 170.692
2, 273.768, 170.696
3, 284.329, 170.697
2, 252.577, 170.701
3, 200.299, 170.703
3, 155.299, 170.709
2, 210.968, 170.711
3, 291.183, 170.727
2, 309.316,  170.73
2, 294.043, 170.739
2, 405.982, 170.746
2, 435.202, 170.748
2, 792.617, 170.762
3, 792.617, 170.762
3, 193.364, 170.784
3, 180.584, 170.785
2, 166.446, 170.788
2, 238.707, 170.791
3, 177.401, 170.793
2, 196.552, 170.802
2, 516.205, 170.802
2, 470.519, 170.802
2, 501.989, 170.802
2, 456.304, 170.802
2, 499.662, 170.802
2, 453.977, 170.802
3, 516.205, 170.802
3, 470.519, 170.802
3, 501.989, 170.802
3, 456.304, 170.802
3, 499.662, 170.802
3, 453.977, 170.802
2, 190.349, 170.811
2, 509.072, 170.818
2, 164.738, 170.818
3, 181.354, 170.818
2, 237.135, 170.822
2, 366.000, 170.824
2, 177.285, 170.845
2, 241.807, 170.867
2, 229.648, 170.871
3, 137.516, 170.881
3, 169.893, 170.884
2, 169.763, 170.894
2, -18.225, 170.894
3, 169.763, 170.894
3, -18.225, 170.894
2, 638.365, 170.894
3, 179.063, 170.895
3, 310.729, 170.895
3, 123.677, 170.897
3, 114.069, 170.897
3, 227.081, 170.902
3, 186.245, 170.906
3, 191.073, 170.911
3, 142.168, 170.913
3, 140.630, 170.913
2, 597.645, 170.914
3, 428.262, 170.917
3, 397.912, 170.917
3, 207.973, 170.918
3, 173.441, 170.921
2, 117.181, 170.929
3, 415.235, 170.929
2, 199.488, 170.931
2, 371.497,  170.94
2, 862.034, 170.951
3, 862.034, 170.951
2, 206.876, 170.958
3, 116.282, 170.959
3, 179.264, 170.963
3, 171.447, 170.966
3, 478.030, 170.967
3, 119.540, 170.969
2, 114.590, 170.974
3, 257.221, 170.976
3, 210.210, 170.976
3, 142.977, 170.977
3, 318.332, 170.984
3, 285.696, 170.991
3, 180.192, 170.996
3, 244.304, 170.999
2, 176.265, 171.001
3, 118.957, 171.005
3, 205.064, 171.006
3, 146.208, 171.011
3, 399.604, 171.013
3, 183.012, 171.013
2, 299.233, 171.021
3, 299.233, 171.021
3, 271.435, 171.021
2, 179.063, 171.034
3, 143.783, 171.037
3, 120.688, 171.041
3, 194.948, 171.054
3, 476.010,  171.06
2, 431.687, 171.061
2, 300.968, 171.077
2, 304.863, 171.077
3, 300.968, 171.077
3, 304.863, 171.077
3, 237.892,  171.08
2, 526.395, 171.082
3, 146.516, 171.083
2, 805.156, 171.084
3, 805.156, 171.084
3, 263.203, 171.098
2, 391.202, 171.108
3, 208.732, 171.111
3, 216.896, 171.111
2, 373.190, 171.119
2, 176.136,  171.12
2, 299.407, 171.125
3, 185.308, 171.126
3, 189.382, 171.135
3, 225.787, 171.144
3, 353.188, 171.154
2, 216.445, 171.155
2, 189.604, 171.155
2, 221.140, 171.163
2, 167.392, 171.166
3, 182.112, 171.171
3, 204.483, 171.175
3, 172.325, 171.179
2, 201.333, 171.185
2, 204.305, 171.203
3, 241.236, 171.207
3, 234.362, 171.211
3, 230.064, 171.213
3, 141.188, 171.215
3, 182.305, 171.216
3, 161.324, 171.234
3, 176.926, 171.238
3, 378.173, 171.241
3, 271.249, 171.241
2, 199.922, 171.245
3, 194.875, 171.248
2, 175.815, 171.251
3, 260.790, 171.256
3, 178.634, 171.269
2, 181.945,  171.27
2, 181.474, 171.278
2, 184.219, 171.278
3, 392.236, 171.285
3, 239.137, 171.286
3, 150.144, 171.286
2, 308.461, 171.292
2, 237.526, 171.293
3, 237.526, 171.293
3, 305.470, 171.297
3, 390.881, 171.302
2, 221.425, 171.302
2, 236.267, 171.322
3, 195.981, 171.323
3, 187.003, 171.325
3, 269.907,  171.34
3, 204.146, 171.341
3, 131.332, 171.341
2, 175.804, 171.344
2, 115.168, 171.347
3, 192.747, 171.353
2, 119.332, 171.353
3, 204.418, 171.355
2, 365.533, 171.357
3, 236.727, 171.364
2, 140.350, 171.365
3, 264.385, 171.377
3, 219.224, 171.382
3, 180.916, 171.387
2, 182.507,  171.39
3, 205.899, 171.397
3, 200.341, 171.397
3, 235.950, 171.398
2, 315.464, 171.414
2, 304.465, 171.414
2, 209.511, 171.419
2, 477.406, 171.422
3, 175.074, 171.438
3, 187.211, 171.439
3, 131.571, 171.443
2, 231.413, 171.446
3, 247.305,  171.45
3, 191.762, 171.453
3, 168.630, 171.478
3, 206.641, 171.486
2, 220.345, 171.487
3, 238.428, 171.488
3, 175.716, 171.501
3, 202.472, 171.515
3, 215.288, 171.515
3, 416.624, 171.534
3, 161.125, 171.534
2, 167.709, 171.534
2, 170.062, 171.534
3, 167.709, 171.534
3, 170.062, 171.534
3, 202.181, 171.535
3, 202.438, 171.555
3, 194.481, 171.575
3, 526.268, 171.583
2, 525.006, 171.588
2, 298.373,  171.59
2, 213.262,  171.59
3, 298.373,  171.59
3, 213.262,  171.59
3, 227.455, 171.604
2, 139.221, 171.613
3, 215.099, 171.616
3, 116.974, 171.616
3, 214.618, 171.618
2, 344.508, 171.619
3, 191.331, 171.632
3, 165.932, 171.636
2, 179.827, 171.641
3, 385.420, 171.648
3, 192.652, 171.673
3, 309.166, 171.674
3, 201.494, 171.683
3, 204.461, 171.696
2, 227.530, 171.707
3, 219.839,  171.71
3, 235.205, 171.714
3, 139.171, 171.727
3, 197.396, 171.732
3, 202.363, 171.733
2, 118.869, 171.734
3,  88.939, 171.751
3, 203.788, 171.752
3, 203.557, 171.752
3, 219.539, 171.752
3, 203.573, 171.754
2, 182.021,  171.76
2, 167.426,  171.78
2, 226.495, 171.791
3, 194.819, 171.793
2, 180.557, 171.793
2, 194.943, 171.808
3, 225.786, 171.813
3, 206.060, 171.814
3, 265.912, 171.814
3, 206.530, 171.816
3, 263.169, 171.818
2, 232.831, 171.819
2,  85.775, 171.829
2, 225.745, 171.833
2, 200.295, 171.833
2, 285.542, 171.838
2, 137.657, 171.843
3, 137.657, 171.843
2, 262.977, 171.855
3, 139.487, 171.865
3, 195.681, 171.869
3, 225.804, 171.872
3, 118.694,  171.89
3, 542.628, 171.895
3, 178.676,   171.9
3, 187.133, 171.901
3, 211.033, 171.917
2, 242.547, 171.928
3, 232.134, 171.932
2, 242.815, 171.936
3, 650.118, 171.945
3, 124.255, 171.949
3, 139.061, 171.969
2, 190.938,  171.98
3, 172.074,   172.0
3, 175.416, 172.003
