beta channel, neutron ToF, beta_time (s)
3, 142.242, 857.424
2, 244.422, 857.546
2, 119.711, 857.727
2, 116.289, 857.864
2, 165.797, 857.899
3, 118.336, 858.001
3, 121.930, 858.001
2, 134.508, 858.085
2, 117.078, 858.209
2, 115.836, 858.344
3, 113.859, 858.613
3, 147.125, 858.771
3, 147.250, 858.771
2, 174.422,  858.84
3, 138.078, 859.075
3, 144.164, 859.157
3, 143.016, 859.238
3, 490.781, 859.414
3, 139.727, 859.497
2, 140.758,  859.59
2, 171.070, 860.014
3, 141.117, 860.058
2, 462.312, 860.371
2, 503.875, 860.468
2, 580.266, 860.652
2, 142.289, 860.807
2, 129.352, 860.943
2, 119.812, 861.294
2, 119.891,  861.54
2, 140.250,  861.67
2, 146.812, 861.918
2, 140.312, 862.005
3, 477.617, 862.069
3, 113.469, 862.263
2, 201.703, 862.392
3, 111.258, 863.111
2, 117.586, 863.696
2, 141.172, 863.738
3, 123.383, 863.738
2, 138.914, 863.813
2, 118.367, 864.037
2, 136.758, 864.056
3, 143.086, 864.087
3, 144.438, 864.087
3, 503.594, 864.214
2, 373.891, 864.351
2, 367.125, 864.351
3, 145.688, 864.418
2, 143.352, 864.526
3, 140.000, 865.218
2, 119.320, 865.417
2, 120.391, 865.444
3, 145.305, 865.742
3, 124.148, 865.749
2, 143.242, 866.227
3, 140.164,  866.23
2, 459.227, 866.493
2, 195.375, 866.827
3, 200.758, 866.853
3, 279.945, 866.853
3, 201.375,  866.86
2, 142.195, 866.874
3, 250.234, 866.892
3, 589.727, 866.909
2, 210.508, 866.928
3, 121.188, 866.931
3, 201.289, 866.936
2, 388.664, 866.938
2, 391.523, 866.938
3, 388.664, 866.938
3, 391.523, 866.938
3, 188.758, 866.939
3, 211.609, 866.956
3, 213.273, 866.956
3, 199.281,  866.96
2, 117.203, 866.981
2, 141.586, 866.983
2, 275.617, 866.984
3, 275.617, 866.984
2, 179.531, 867.002
2, 457.867, 867.003
2, 139.719, 867.005
2, 170.461, 867.006
2, 230.156, 867.008
2, 396.039, 867.009
3, 301.570, 867.013
3, 254.617, 867.018
3, 208.969, 867.022
3, 225.992, 867.024
3, 195.789, 867.026
2, 267.703, 867.029
2, 173.266, 867.033
3, 238.812, 867.046
2, 200.852,  867.05
2, 220.367, 867.061
2, 197.789, 867.061
3, 201.211, 867.067
3, 210.133, 867.073
3, 509.984, 867.073
3, 260.500, 867.087
3, 255.219, 867.093
2, 238.086, 867.094
3, 199.984, 867.095
3, 207.969, 867.097
3, 221.422, 867.104
3, 228.133, 867.106
2,  96.289, 867.108
3,  96.289, 867.108
3, 284.516, 867.112
3, 246.234, 867.114
3, 203.656, 867.119
3, 199.562, 867.125
3, 205.766,  867.13
3, 262.633,  867.13
3, 204.250, 867.134
2, 199.062, 867.136
3, 200.859, 867.136
2, 236.469, 867.137
2, 234.242, 867.137
3, 236.469, 867.137
3, 234.242, 867.137
3, 218.562, 867.139
2, 184.477, 867.145
2, 265.492, 867.146
3, 430.008, 867.149
2, 173.383, 867.157
2, 393.555, 867.158
3, 145.734,  867.16
2, 223.586, 867.161
2, 387.656, 867.165
3, 243.203, 867.175
3, 254.820, 867.176
2, 127.148, 867.191
3, 127.148, 867.191
3, 122.891, 867.195
3, 559.016, 867.195
2, 310.484, 867.196
3, 207.039, 867.198
3, 478.250, 867.207
3, 476.688, 867.207
3, 198.906, 867.212
2, 547.219, 867.217
3, 249.211, 867.225
2, 177.633, 867.226
3, 177.633, 867.226
2, 140.547, 867.227
3, 255.031, 867.227
3, 191.875, 867.233
2, 180.219, 867.234
3, 506.648, 867.241
2, 203.594, 867.242
2, 196.383, 867.243
3, 284.133, 867.244
3, 215.156, 867.246
3, 374.555, 867.247
3, 179.531, 867.248
2, 141.492,  867.25
2, 348.781, 867.254
3, 348.781, 867.254
3, 228.617, 867.263
3, 177.375, 867.264
2, 209.430, 867.264
3, 325.008, 867.282
3, 201.477, 867.301
3, 251.773, 867.305
2, 132.188, 867.313
2, 225.961, 867.317
2, 226.789, 867.317
3, 225.961, 867.317
3, 226.789, 867.317
2, 187.516,  867.32
3, 205.805, 867.322
2, 198.148, 867.322
3, 184.438, 867.329
3, 187.898,  867.33
2, 274.305, 867.335
3, 159.711,  867.34
2, 284.844, 867.341
2, 250.148, 867.345
2, 190.805, 867.346
3, 140.461, 867.363
3, 175.875, 867.367
2, 199.211, 867.367
2, 246.164, 867.374
3, 583.945, 867.379
2, 204.578,  867.38
3, 316.281, 867.381
3, 248.922, 867.383
3, 238.617, 867.384
3, 192.359, 867.384
2, 143.703,  867.39
3, 180.914, 867.393
2, 194.539, 867.398
2, 221.602, 867.399
2, 200.328, 867.413
2, 197.422, 867.413
3, 200.836,  867.42
3, 155.906, 867.433
3, 235.797, 867.438
2, 283.258, 867.441
3, 283.258, 867.441
2, 231.211, 867.446
3, 199.531, 867.449
2, 143.328, 867.449
3, 257.062, 867.451
2, 478.594, 867.452
2, 280.867, 867.455
2, 198.906, 867.456
2, 213.000, 867.456
3, 199.594, 867.462
3, 250.055, 867.466
3, 355.734, 867.475
2, 215.914, 867.475
3, 275.992, 867.479
2, 507.898,  867.48
3, 255.000, 867.483, 867.483
3, 312.852, 867.485
3, 146.602, 867.486
2, 217.492, 867.494
2, 221.914, 867.494
3, 217.492, 867.494
3, 221.914, 867.494
3, 184.133, 867.495
3, 205.023, 867.499
3, 221.797, 867.513
2, 316.375, 867.515
2, 203.469,  867.52
3, 203.469,  867.52
3, 248.719, 867.521
3, 218.562, 867.522
2, 168.406, 867.522
2, 212.383, 867.525
2, 159.602, 867.532
3, 394.102, 867.535
2, 196.023, 867.538
3, 325.484, 867.538
3, 136.023, 867.542
3, 205.555, 867.548
3, 199.164, 867.548
2, 246.406,  867.55
3, 198.906,  867.55
2, 190.094, 867.551
3, 248.203, 867.562
2, 174.969, 867.566
3, 253.125, 867.567
2, 807.617, 867.574
2, 805.938, 867.574
3, 807.617, 867.574
3, 805.938, 867.574
3, 204.656, 867.575
2, 234.758, 867.582
3, 319.391, 867.599
3, 211.625, 867.599
3, 192.523,  867.61
3, 219.500, 867.611
3, 221.508,  867.62
2, 268.414, 867.623
3, 203.117, 867.624
3, 205.742, 867.625
2, 114.836, 867.645
2, 290.930, 867.647
3, 420.812, 867.648
2, 137.953, 867.655
3, 198.508, 867.664
3, 449.625,  867.67
2, 144.391, 867.686
3, 239.641, 867.686
2, 185.070, 867.697
2,  73.453, 867.698
2, 333.625, 867.701
3, 248.516, 867.703
2, 195.242, 867.718
2, 190.438, 867.726
2, 410.539, 867.727
3, -268.109, 867.731, 867.731
2, 367.398, 867.732
2, 121.695, 867.732
3, 367.398, 867.732
3, 121.695, 867.732
2, 203.570, 867.735
3, 213.578,  867.74
2, 225.703, 867.762
2, 236.258, 867.765
3, 217.062, 867.765
3, 206.453, 867.765
2, 166.391, 867.788
2, 138.734, 867.793
3, 206.477, 867.802
3, 184.977, 867.804
2, 193.484, 867.807
2, 205.344, 867.815
3, 558.141, 867.816
2, 261.461, 867.819
3, 326.219, 867.828
2, 227.336, 867.831
2, 564.016, 867.839
3, 328.773, 867.848
2, 188.094, 867.874
2, 465.531, 867.876
2, 468.094, 867.876
3, 465.531, 867.876
3, 468.094, 867.876
2, 219.398, 867.879
3, 136.656, 867.884
2, 192.258, 867.891
2, 274.773, 867.896
3, 224.086, 867.899
2, 227.914, 867.907
3, 514.781,  867.92
3, 518.000,  867.92
2, 140.258, 867.924
2, 137.914, 867.953
2, 194.578, 867.969
3, 314.422, 867.976
3, 313.422, 867.976
2, 240.531, 867.978
2, 232.102, 867.989
2, 753.828, 867.996
2, 752.828, 867.996
3, 753.828, 867.996
3, 752.828, 867.996
2, 204.766,   868.0
2, 209.344,  868.01
2, 206.070, 868.012
3, 354.406, 868.013
3, 174.914, 868.015
2, 249.844, 868.021
2, 485.938, 868.021
3, 485.938, 868.021
3, 249.375, 868.036
3, 303.484, 868.046
2, 198.172,  868.05
2, 176.008, 868.052
3, 604.195, 868.063
3, 198.930, 868.065
2, 202.109, 868.072
2, 282.039, 868.089
2, 195.805, 868.093
3, 222.945, 868.098
2, 179.844, 868.101
2, 194.766, 868.101
2, 210.695, 868.101
3, 336.555, 868.108
3, 204.867, 868.116
3, 209.758, 868.116
3, 241.367, 868.117
2, 116.234,  868.12
3, 232.242, 868.135
2, 204.867, 868.139
2, 191.414, 868.139
3, 258.852, 868.149
3, 522.188, 868.149
2, 351.141, 868.153
3, 351.141, 868.153
2, 242.859, 868.158
3, 202.188, 868.162
2, 193.633,  868.17
2, 514.484, 868.172
3, 180.469, 868.193
3, 171.320, 868.196
3, 168.000, 868.196
3, 301.977, 868.197
2, 208.906, 868.199
3, 251.898, 868.206
3, 530.336, 868.211
2, 478.539, 868.213
3, 242.305, 868.221
2, 196.719, 868.225
2, 193.883, 868.225
3, 455.461, 868.231
3, 238.000, 868.235
2, 387.578, 868.235
2, 202.875, 868.248
3, 202.875, 868.248
3, 227.180, 868.256
2, 266.938, 868.267
3, 230.328, 868.269
2, 236.773, 868.271
2, 220.109, 868.275
3, 138.633, 868.279
2, 245.391, 868.287
2, 180.312, 868.292
3, 251.180, 868.297
3, 169.844, 868.302
3, 134.844, 868.315
2, 203.727, 868.316
2, 207.289, 868.316
3, 184.141, 868.318
2, 256.789, 868.318
2, 140.281, 868.323
2, 460.289, 868.328
2, 201.875, 868.332
2, 199.695, 868.335
2, 196.125, 868.337
2, 313.242, 868.347
3, 276.297, 868.364
3, 141.953, 868.372
3, 144.969, 868.372
3, 327.547, 868.374
2, 195.508, 868.385
3, 329.586, 868.391
3, 143.148, 868.437
2, 177.430, 868.445
2, 413.180, 868.459
3, 265.945, 868.479
3, 153.633, 868.484
2, 198.969, 868.485
3, 196.633, 868.486
3, 178.008, 868.509
2, 177.703, 868.512
2, 204.414, 868.512
2, 187.648, 868.521
3, 166.055, 868.522
3, 243.133, 868.532
2, 117.867, 868.546
3, 316.102, 868.565
3, 143.047,  868.57
2, 139.273, 868.574
2, 249.945, 868.576
2, 230.648, 868.583
3, 230.648, 868.583
2, 266.188, 868.595
3, 205.211, 868.598
2, 237.719, 868.622
3, 322.875, 868.631
2, 404.602, 868.662
3, 203.008, 868.666
2, 136.414, 868.668
3, 142.562, 868.674
3, 201.281,  868.68
2, 511.125,  868.69
2, -141.672, 868.691
3, -141.672, 868.691
2, 204.508, 868.694
3, 582.133,   868.7
3, 120.242, 868.705
3, 207.391,  868.75
3, 330.617, 868.751
3, 190.750, 868.757
2, 197.547, 868.759
2, 516.797, 868.764
3, 203.711, 868.797
3, 186.578, 868.815
3, 150.016, 868.818
3, 255.500, 868.828
3, 239.258, 868.829
3, 240.719, 868.836
3, 242.930, 868.841
2, 193.180, 868.843
3, 193.180, 868.843
3, 241.219, 868.854
2, 141.273, 868.855
2, 193.195, 868.857
2, 248.648, 868.867
2, 255.406, 868.874
3, 245.820, 868.877
3, 202.688, 868.887
2, 274.023, 868.908
2, 790.508, 868.921
2, 795.719, 868.921
3, 790.508, 868.921
3, 795.719, 868.921
3, 247.789, 868.929
2, 187.789, 868.943
2, 372.828,  868.95
2, 206.719, 868.969
3, 206.719, 868.969
3, 207.375, 868.969
3, 460.883, 868.985
2, 218.453, 868.985
2, 121.852, 868.988
2, 213.031, 868.988
3, 185.844, 869.006
2, 199.305, 869.007
3, 147.922, 869.009
3, 147.227, 869.009
2, 210.227, 869.016
2, 237.977, 869.016
3, 253.812, 869.017
3, 280.445, 869.045
2, 123.039,  869.05
3, 208.617, 869.058
2, 203.586, 869.065
2, 140.094, 869.071
2, 120.078, 869.071
2, 154.117, 869.089
2, 247.797, 869.112
2, 197.102, 869.117
2, 355.758, 869.125
3, 145.406, 869.126
3, 215.406, 869.138
2, 236.305, 869.139
2, 245.367, 869.141
3, 218.891,  869.15
2, 246.484, 869.179
2, 193.156, 869.182
2, 139.430, 869.196
3, 506.172, 869.211
3, 205.000, 869.225
2, 204.664, 869.234
3, 229.180, 869.236
3, 117.445, 869.241
3, 252.750, 869.248
3, 274.938, 869.248
3, 211.047, 869.275
2, 192.414,  869.31
2, 135.930, 869.322
3, 550.711, 869.344
3, 210.109, 869.361
2, 198.930, 869.371
2, 138.203, 869.384
3, 192.148,  869.41
2, 198.398, 869.412
3, 317.078, 869.467
3, 207.008, 869.467
3, 180.977, 869.467
3, 283.352, 869.481
2, -188.047, 869.481
3, -188.047, 869.481
2, 176.820, 869.486
3, 546.102, 869.487
3, 548.938, 869.487
2, 269.977, 869.504
2, 228.438, 869.531
2, 173.500, 869.538
2, 408.570, 869.538
3, 173.500, 869.538
3, 408.570, 869.538
2, 758.992, 869.546
3, 758.992, 869.546
3, 371.398, 869.569
3, 175.461, 869.571
3, 241.883, 869.628
2, 251.398, 869.649
2, 249.594, 869.649
2, 157.086, 869.661
2, 204.586, 869.667
3, 197.906, 869.672
2, 143.180, 869.723
2, 136.055, 869.737
2, 204.672, 869.748
2, 203.469, 869.748
2, 201.906, 869.752
2, 228.469, 869.762
2, 212.508, 869.772
3, 142.219, 869.794
3, 206.664, 869.805
2, 241.742, 869.806
3, 446.797, 869.826
2, 138.344, 869.828
3, 255.289,  869.83
3, 236.875, 869.838
2, 143.891,  869.84
3, 142.797, 869.842
3, 186.156, 869.847
2, 195.508, 869.898
3, 141.047, 869.905
2, 191.523, 869.993
3, 212.438,   870.0
2, 141.820, 870.054
2, 144.203, 870.057
2, 145.211, 870.061
3, 225.203, 870.073
3, 204.945, 870.105
2, 268.242, 870.113
2, 135.703, 870.117
3, 209.711, 870.124
3, 139.828, 870.137
3, 225.164, 870.143
2, 199.164, 870.168
3, 210.453, 870.242
3, 189.422, 870.253
2, 613.586, 870.263
2, 187.688, 870.266
3, 208.844, 870.275
3, 211.688, 870.275
2, 138.703, 870.299
2, 205.625, 870.359
3, 199.578, 870.361
3, 246.148,  870.38
3, 233.609, 870.382
2, 225.289, 870.405
3, 252.664, 870.452
3, 143.914, 870.476
2, 267.852, 870.481
3, 201.547, 870.544
3, 234.906, 870.603
2, 209.242, 870.613
3, 367.477, 870.627
2, 337.875, 870.642
2, 346.188, 870.642
3, 337.875, 870.642
3, 346.188, 870.642
3, 222.984, 870.668
3, 240.453, 870.681
2, 377.180, 870.686
3, 303.016, 870.753
2, 208.258, 870.766
3, 190.109, 870.793
3, 143.156, 870.824
2, 191.680, 870.841
2, 192.125, 870.893
3, 193.211,   870.9
2, 202.883, 870.945
3, 202.883, 870.945
2, 143.383, 870.949
2, 203.867,  870.95
3, 203.867,  870.95
3, 175.445, 870.998
2, 136.133, 871.032
3, 202.719, 871.036
2, 138.633, 871.054
2, 136.516, 871.083
2,  99.188, 871.153
3, 163.758, 871.263
2, 182.258, 871.352
2, 250.492, 871.382
3, 207.391, 871.435
2, 245.828, 871.473
2, 212.562, 871.483
3, 283.125, 871.521
3, 175.547, 871.593
3, 190.234, 871.605
3, 461.781, 871.608
3, 704.273, 871.608
2, 203.594, 871.669
2, 539.469, 871.682
3, 255.289, 871.717
2, 134.320, 871.718
2, 205.328, 871.722
3, 206.766, 871.826
3, 223.133, 871.936
3, 238.367, 871.942
3, 146.023, 872.027
2, 117.633, 872.042
3, 197.336, 872.044
3, 193.531, 872.044
3, 252.672,  872.08
3, 119.711, 872.119
2, 136.594, 872.241
2, 132.164, 872.283
3, 144.898, 872.333
3, 201.367, 872.442
3, 146.328, 872.466
3, 145.672, 872.879
3, 141.914, 872.881
2, 142.695, 872.928
2, 135.391, 873.071
2, 116.156, 873.161
3, 171.805, 873.245
3, 222.625, 873.247
2, 305.312, 873.263
3, 317.742, 873.343
2, 115.094, 873.392
2, 140.562, 873.434
3, 146.375, 873.598
2, 187.094, 873.658
3, 186.773, 873.709
3, 142.523, 873.932
2, 142.305, 873.982
2, 252.500, 874.027
3, 189.367, 874.034
3, 143.922, 874.088
2, 223.164, 874.092
2, 116.883, 874.144
2, 119.703, 874.271
2, 141.750, 874.355
2, 141.398, 874.428
2, 319.414, 874.463
3, 139.164, 874.503
3, 217.641, 874.614
3, 534.250, 874.749
3, 343.992, 874.803
3, 137.867, 874.842
3, 488.094, 874.855
2, 226.094, 874.894
2, 132.492, 874.942
3, 144.023, 875.035
3, 141.484, 875.137
2, 175.234, 875.262
3, 300.062, 875.335
2, 139.859, 875.601
3, 243.570, 875.683
3, 528.469, 875.708
2, 142.016, 875.807
2, 542.023, 875.868
2, 544.523, 875.868
2, 139.383, 875.906
2, 144.031, 875.921
2,  86.391, 875.939
2, 243.156,   876.0
2, 193.133,  876.25
3, 120.219, 876.375
3, 197.203, 876.396
2, 132.570, 876.524
3, 145.492,  876.62
3, 141.133,  876.62
3, 143.883,  876.62
3, 142.023, 876.695
2, 139.430, 876.753
2, 140.742, 877.427
2, 141.578, 877.501
2, 141.297,  877.71
2, 143.297, 877.943
2, 115.453, 877.986
2, 264.742, 878.095
2, 541.195, 878.185
2, 318.367, 878.323
2, 326.195, 879.233
3, 326.195, 879.233
2, 135.695, 879.716
2, 120.516, 880.186
2, 141.664, 880.596
2, 139.750, 880.596
3, 123.094, 880.826
2, 118.305, 881.199
2, 329.250, 881.276
2, 257.836, 881.312
2, 211.461, 881.312
2, 138.742, 881.388
3, 138.961, 881.617
3, 141.352, 881.617
2, 142.352, 881.648
2, 331.617, 881.788
3, 131.938, 881.986
2, 141.977, 882.205
2, 303.414, 882.304
2, 143.203, 882.485
2, 178.961, 883.064
2, 472.359, 883.592
3, 143.633, 883.817
2, 137.648, 883.925
2, 140.656, 884.593
2, 114.062, 884.705
3, 140.141, 884.723
3, 141.484, 884.723
3, 140.414, 884.858
3, 119.633, 885.535
2, 140.773, 885.816
2, 146.203, 886.023
3, 142.141, 886.188
2, 146.305, 886.214
2, 691.398,  886.22
2, 693.125,  886.22
3, 691.398,  886.22
3, 693.125,  886.22
3, 138.992, 886.522
2, 137.828, 886.525
3, 118.398, 886.717
2, 137.570, 886.724
2, 286.406, 886.739
3, 142.453, 886.794
2, 143.719, 886.952
3, 120.016,  887.02
3, 144.109, 887.126
3, 141.195, 887.204
2, 119.773, 887.388
2, 123.375, 887.674
3, 145.125, 887.816
2, 243.492, 887.984
3, 141.062, 888.752
2, 138.445, 888.936
2, 136.688,   889.0
2, 136.398, 889.302
2, 437.984, 889.423
2, 409.359, 889.565
2, 326.344, 889.619
2, 574.492, 889.619
2, 265.391, 889.619
2, 1313.414, 889.619
2, 217.562, 889.661
3, 139.297, 889.671
2, 199.250, 889.673
3, 225.414, 889.675
2, 193.445, 889.697
3, 237.383, 889.708
2, 226.820, 889.728
2, 236.320, 889.731
2, 171.773, 889.733
3, 320.680,  889.74
3, 203.273, 889.741
2, 195.031, 889.742
3, 139.328, 889.745
3, 180.234,  889.76
3, 237.984, 889.761
2, 256.625, 889.762
2, 454.539, 889.765
3, 454.539, 889.765
2, 208.508, 889.769
3, 255.625,  889.77
2, 181.930, 889.777
3, 250.883, 889.784
3, 205.586, 889.788
2, 225.234,  889.79
2, 232.672, 889.792
2, 145.656, 889.792
2, 211.023, 889.792
3, 154.695, 889.816
3, 180.586, 889.831
2, 139.117, 889.842
3, 199.875, 889.849
2, 196.328, 889.856
3, 198.117, 889.857
3, 206.133, 889.863
3, 202.070, 889.863
3, 202.789, 889.875
3, 196.469, 889.878
3, 136.328,  889.88
3, 320.211, 889.881
2, 120.102, 889.887
2, 176.273,  889.89
2, 239.953, 889.903
2, 210.484, 889.906
3, 203.070,  889.91
3, 214.734, 889.911
2, 205.023, 889.912
3, 205.023, 889.912
2, 174.898, 889.913
3, 185.516, 889.916
2, 201.133, 889.916
3, 196.898, 889.917
3, 158.031, 889.918
3, 200.797,  889.92
3, 275.062, 889.926
2, 234.445, 889.933
3, 255.781, 889.935
2, 248.727, 889.954
3, 179.148, 889.966
2, 203.992, 889.983
2, 204.438, 889.983
3, 203.992, 889.983
3, 204.438, 889.983
3, 206.883, 889.984
3, 255.578, 889.992
2, 118.477, 889.992
2, 597.711, 890.008
2, 598.891, 890.008
3, 597.711, 890.008
3, 598.891, 890.008
3, 185.055, 890.028
3, 255.695, 890.044
3, 251.102,  890.05
2, 115.836, 890.061
3, 212.359, 890.073
2, 345.047, 890.074
2, 192.992, 890.078
2, 380.445,  890.08
3, 234.281,  890.09
3, 223.180,  890.09
2, 174.914, 890.094
2, 1771.770, 890.095, 890.095
2, 1769.940, 890.095, 890.095
3, 227.562, 890.096
3, 275.836, 890.098
2, 222.320, 890.099
2, 247.805, 890.101
2, 313.578, 890.107
2, 203.625, 890.107
2, 196.742, 890.108
3, 202.422,  890.11
3, 225.766,  890.11
3, 140.805, 890.123
3, 187.430, 890.128
2, 196.938, 890.136
3, 256.227, 890.136
3, 207.523,  890.14
2, 533.250, 890.142
2, 238.484, 890.143
2, 178.922, 890.144
3, 146.438, 890.153
2, 172.305, 890.157
2, 340.516, 890.159
3, 143.039,  890.16
3, 181.250,  890.16
2, 183.133, 890.162
3, 381.961, 890.163
2, 177.711, 890.166
2, 215.203, 890.168
2, 205.086, 890.174
3, 186.391, 890.175
2, 181.195, 890.182
3, 519.453, 890.188
2, 231.523, 890.188
2, 235.391, 890.188
3, 231.523, 890.188
3, 235.391, 890.188
2, 223.891,  890.19
3, 189.141, 890.197
3, 310.930, 890.204
3, 205.688, 890.217
3, 375.781, 890.224
2, 183.805, 890.224
3, 142.672, 890.231
2, 330.164, 890.232
2, 637.742, 890.263
3, 486.836, 890.266
3, 211.570, 890.275
3, 230.211,  890.28
3, 131.188, 890.312
2, 185.773, 890.327
2, 523.797, 890.335
2, 100.547, 890.339
3, 100.547, 890.339
3, 202.961, 890.341
2, 142.648, 890.369
3, 253.570, 890.373
3, 231.016, 890.374
3, 348.922,  890.38
3, 566.820,  890.38
3, 576.430,  890.38
3, 199.930, 890.381
2, 237.812, 890.386
2, 137.109, 890.387
3, 141.453, 890.388
3, 204.641, 890.399
2, 273.305,   890.4
2, 255.375, 890.414
3, 205.406, 890.416
2, 320.336, 890.422
2, 213.359, 890.426
2, 281.242, 890.426
3, 146.086, 890.431
2, 192.914, 890.435
3, 200.914, 890.435
2, 210.328, 890.439
3, 236.430,  890.44
2, 208.297, 890.443
3, 264.125, 890.459
2, 225.258, 890.459
2, 196.523, 890.462
2, 176.375, 890.467
3, 153.781, 890.467
2, 209.336, 890.467
2, 251.180, 890.471
2, 281.070, 890.488
2, 186.508, 890.496
3, 256.664, 890.497
3, 211.062, 890.524
3, 185.133, 890.532
2, 191.164, 890.537
2, 589.836, 890.539
2, 122.805, 890.542
3, 122.805, 890.542
2, 364.555, 890.549
2, 362.820, 890.549
3, 364.555, 890.549
3, 362.820, 890.549
2, 385.547,  890.55
3, 216.930, 890.556
2, 283.422, 890.565
2, 140.859, 890.567
3, 175.609, 890.582
2, 574.000, 890.589
3, 198.695, 890.599
2, 197.562, 890.603
2, 197.125, 890.603
2, 141.820, 890.606
2, 144.328, 890.606
2, 218.305, 890.607
2, 141.297, 890.608
3, 271.977, 890.624
3, 188.477, 890.627
2, 231.938, 890.628
3, 215.984, 890.647
3, 218.422, 890.647
2, 190.039,  890.65
3, 194.078, 890.651
2, 292.305, 890.657
3, 202.453, 890.665
2, 235.359, 890.674
2, 187.781, 890.679
3, 144.266,  890.68
3, 146.516,  890.68
2, 245.031, 890.682
2, 235.492, 890.696
3, 220.859, 890.704
2, 194.727, 890.704
2, 190.547, 890.705
2, -62.422, 890.705
2, 260.039, 890.705
3, -62.422, 890.705
3, 260.039, 890.705
2, 149.219, 890.709
3, 535.469, 890.711
3, 255.109, 890.719
2, 262.523, 890.719
2, 401.344, 890.723
2, 863.664, 890.723
3, 401.344, 890.723
3, 863.664, 890.723
3, 249.094, 890.736
2, 486.484, 890.737
2, 181.219, 890.737
2, 176.125, 890.737
3, 251.070, 890.739
3, 178.852, 890.743
3, 248.914, 890.744
3, 144.672, 890.749
3, 180.805, 890.751
2, 378.852, 890.757
2, 197.930, 890.763
3, 178.938, 890.768
3, 186.609, 890.768
2, 114.641,  890.77
3, 330.656, 890.777
3, 140.664, 890.793
3, 214.742, 890.796
3, 220.703, 890.798
3, 230.648, 890.798
3, 232.367,   890.8
2, 135.219, 890.808
3, 152.312, 890.809
2, 197.094,  890.83
2, 227.828, 890.831
2, 207.297, 890.837
3, 200.734, 890.838
2, 155.023, 890.842
2, 246.047, 890.845
2, 484.609, 890.845
3, 221.383,  890.86
3, 204.766, 890.864
3, 202.492, 890.867
3, 177.883, 890.867
2, 145.055, 890.874
3, 191.250,  890.88
3, 202.656, 890.894
3, 622.875, 890.908
3, 142.359,  890.91
3, 339.438, 890.911
3, 201.633, 890.911
2, 498.445, 890.915
3, 498.445, 890.915
3, 198.688, 890.929
2, 191.688, 890.929
3, 530.484, 890.933
3, 228.438, 890.933
3, 229.648, 890.933
2, 272.141, 890.935
2, 320.617, 890.946
3, 320.617, 890.946
3, 137.539, 890.947
3, 119.859, 890.947
3, 186.469, 890.959
3, 192.664, 890.978
2, 278.594, 890.993
3, 242.695, 890.996
3, 141.367, 891.004
2, 197.727, 891.021
3, 520.883, 891.027
2, 192.172, 891.028
3, 226.570,  891.03
3, 208.117, 891.039
3, 140.469, 891.049
3, 186.969, 891.058
3, 284.602, 891.063
3, 197.820, 891.066
2, 230.992, 891.067
3, 203.680, 891.072
2, 219.023, 891.075
3, 325.109, 891.085
3, 142.570, 891.098
2, 195.367, 891.104
3, 207.945, 891.122
2, 140.828, 891.127
3, 198.750,  891.13
2, 218.078, 891.132
3, 252.445,  891.14
3, 139.812, 891.142
3, 1040.859, 891.142
3, 1052.312, 891.142
2, 175.578, 891.154
3, 137.180, 891.158
2, 215.633, 891.169
3, 255.477, 891.169
3, 200.992, 891.171
3, 251.070, 891.171
2, 152.992, 891.174
3, 260.000, 891.174
3, 549.016, 891.181
3, 546.117, 891.181
3, 366.766, 891.187
3, 200.969, 891.204
3, 211.766, 891.209
3, 185.633, 891.213
3, 289.703, 891.214
2, 284.656, 891.239
3, 135.188, 891.253
3, 204.461,  891.27
2, 218.453, 891.277
2, 189.766,  891.28
2, 347.141, 891.313
3, 188.273, 891.314
3, 193.250, 891.315
3, 199.703, 891.323
3, 134.789, 891.334
2, 205.656, 891.338
3, 187.656, 891.339
2, 629.359, 891.358
3, 629.359, 891.358
3, 197.156,  891.37
3, 206.781, 891.376
2, 198.594, 891.382
2, 276.344, 891.384
3, 267.781, 891.387
2, 178.875, 891.393
3, 243.117, 891.412
2, 346.148, 891.417
2, 349.516, 891.417
3, 346.148, 891.417
3, 349.516, 891.417
3, 191.492, 891.417
3, 257.086, 891.422
2, 178.508, 891.429
3, 137.219, 891.435
3, 118.969, 891.435
3, 245.664, 891.439
3, 223.086, 891.446
2, 210.297, 891.449
2, 143.289, 891.467
2, 231.562, 891.469
3, 220.555, 891.487
3, 200.594, 891.493
3, 205.445, 891.498
2, 258.188, 891.503
2, 242.719, 891.504
2, 137.258, 891.525
3, 156.867, 891.532
3, 176.609, 891.575
2, 208.461, 891.592
2, 212.898, 891.594
3, 248.117, 891.595
3, 217.461, 891.614
2, 119.906, 891.635
2, 234.641, 891.638
2, 228.406, 891.638
3, 119.281, 891.643
3, 256.914, 891.644
2, 610.344, 891.674
2, 351.727, 891.677
3, 138.727, 891.692
2, 197.562, 891.696
2, 333.141, 891.699
2, 637.719, 891.709
3, 402.609, 891.749
2, 194.445, 891.787
2, 243.742, 891.789
3, 180.500, 891.797
2, 236.859, 891.812
2, 118.617, 891.812
2, 167.680, 891.814
3, 205.250, 891.819
3, 181.766, 891.828
2, 285.414, 891.863
3, 201.500, 891.869
3, 251.914, 891.883
2, 265.219, 891.886
3, 265.219, 891.886
3, 383.992, 891.889
2, 140.812, 891.892
2, 245.477, 891.899
3, 245.477, 891.899
2, 206.133, 891.901
