2, 51702
6, 104
10, 131
14, 219
18, 344
22, 503
26, 741
30, 1046
34, 1434
38, 1765
42, 2111
46, 2281
50, 2515
54, 2738
58, 2731
62, 2855
66, 2992
70, 3033
74, 3069
78, 3145
82, 3016
86, 3123
90, 3108
94, 3257
98, 3229
102, 3183
106, 3227
110, 3261
114, 3243
118, 3327
122, 3245
126, 3472
130, 3394
134, 3452
138, 3467
142, 3472
146, 3333
150, 3499
154, 3430
158, 3485
162, 3399
166, 3499
170, 3497
174, 3574
178, 3604
182, 3739
186, 3588
190, 3718
194, 3643
198, 3728
202, 3882
206, 3831
210, 3856
214, 3866
218, 3832
222, 3895
226, 3782
230, 4003
234, 3927
238, 3915
242, 4002
246, 4038
250, 3911
254, 4002
258, 3947
262, 4130
266, 4053
270, 3978
274, 4133
278, 4042
282, 4142
286, 4123
290, 4146
294, 4161
298, 4123
302, 4260
306, 4114
310, 4353
314, 4177
318, 4297
322, 4229
326, 4362
330, 4345
334, 4447
338, 4316
342, 4597
346, 4398
350, 4386
354, 4370
358, 4418
362, 4426
366, 4412
370, 4419
374, 4488
378, 4624
382, 4662
386, 4664
390, 4803
394, 4596
398, 4716
402, 4720
406, 4853
410, 4774
414, 4719
418, 4740
422, 4822
426, 4686
430, 4864
434, 4728
438, 4942
442, 4879
446, 4945
450, 5035
454, 4865
458, 5046
462, 5017
466, 4960
470, 5060
474, 4974
478, 4982
482, 5071
486, 5002
490, 5060
494, 4945
498, 5005
502, 5076
506, 5000
510, 5207
514, 5107
518, 5154
522, 5094
526, 4994
530, 5281
534, 5105
538, 5275
542, 5223
546, 5322
550, 5239
554, 5167
558, 5330
562, 5317
566, 5315
570, 5277
574, 5350
578, 5250
582, 5403
586, 5446
590, 5480
594, 5338
598, 5493
602, 5358
606, 5511
610, 5475
614, 5735
618, 5589
622, 5543
626, 5586
630, 5700
634, 5564
638, 5652
642, 5503
646, 5609
650, 5743
654, 5601
658, 5617
662, 5569
666, 5593
670, 5642
674, 5699
678, 5579
682, 5717
686, 5715
690, 5755
694, 5726
698, 5694
702, 5843
706, 5666
710, 5779
714, 5778
718, 5789
722, 5673
726, 5622
730, 5690
734, 5628
738, 5840
742, 5649
746, 5803
750, 5595
754, 5693
758, 5887
762, 5821
766, 5581
770, 5669
774, 5659
778, 5720
782, 5600
786, 5677
790, 5731
794, 5615
798, 5691
802, 5676
806, 5577
810, 5550
814, 5722
818, 5589
822, 5606
826, 5622
830, 5639
834, 5549
838, 5767
842, 5746
846, 5509
850, 5622
854, 5536
858, 5607
862, 5564
866, 5531
870, 5651
874, 5567
878, 5559
882, 5520
886, 5498
890, 5435
894, 5446
898, 5447
902, 5541
906, 5617
910, 5460
914, 5448
918, 5521
922, 5571
926, 5637
930, 5594
934, 5615
938, 5567
942, 5430
946, 5680
950, 5759
954, 5760
958, 5875
962, 5785
966, 6023
970, 6103
974, 6138
978, 6303
982, 6258
986, 6209
990, 6173
994, 6286
998, 6456
1002, 6346
1006, 6389
1010, 6411
1014, 6468
1018, 6336
1022, 6336
1026, 6240
1030, 6505
1034, 6274
1038, 6274
1042, 6281
1046, 6204
1050, 6319
1054, 6134
1058, 6087
1062, 5974
1066, 6067
1070, 5959
1074, 5852
1078, 5792
1082, 5902
1086, 5951
1090, 5866
1094, 5748
1098, 5586
1102, 5540
1106, 5643
1110, 5470
1114, 5439
1118, 5433
1122, 5378
1126, 5473
1130, 5241
1134, 5198
1138, 5406
1142, 5271
1146, 5158
1150, 5134
1154, 5199
1158, 5093
1162, 5056
1166, 5112
1170, 5120
1174, 4924
1178, 4908
1182, 4887
1186, 4918
1190, 4982
1194, 4734
1198, 4754
1202, 4683
1206, 4725
1210, 4629
1214, 4787
1218, 4780
1222, 4730
1226, 4790
1230, 4690
1234, 4657
1238, 4682
1242, 4722
1246, 4779
1250, 4722
1254, 4780
1258, 4568
1262, 4581
1266, 4730
1270, 4674
1274, 4644
1278, 4551
1282, 4704
1286, 4594
1290, 4644
1294, 4617
1298, 4625
1302, 4494
1306, 4673
1310, 4425
1314, 4348
1318, 4413
1322, 4444
1326, 4363
1330, 4323
1334, 4335
1338, 4321
1342, 4250
1346, 4324
1350, 4307
1354, 4275
1358, 4293
1362, 4286
1366, 4195
1370, 4052
1374, 4089
1378, 4118
1382, 4097
1386, 4126
1390, 4071
1394, 4069
1398, 3993
1402, 3886
