2, 252524
6, 13844
10, 4850
14, 4735
18, 3581
22, 2004
26, 2165
30, 3100
34, 4459
38, 5873
42, 7228
46, 8188
50, 8815
54, 9296
58, 10124
62, 10234
66, 10141
70, 10282
74, 10199
78, 10710
82, 10686
86, 10568
90, 10648
94, 10787
98, 10761
102, 10836
106, 10863
110, 10987
114, 11063
118, 11190
122, 11089
126, 11291
130, 11343
134, 11384
138, 11788
142, 11744
146, 11886
150, 11722
154, 11688
158, 11887
162, 11807
166, 12000
170, 12115
174, 12202
178, 12086
182, 12586
186, 12405
190, 12418
194, 12744
198, 12681
202, 12864
206, 12532
210, 13124
214, 12907
218, 12951
222, 13162
226, 13041
230, 13215
234, 13389
238, 13256
242, 13376
246, 13341
250, 13500
254, 13739
258, 13693
262, 13805
266, 13779
270, 14139
274, 14147
278, 14150
282, 14084
286, 13960
290, 14067
294, 14481
298, 14579
302, 14389
306, 14235
310, 14412
314, 14686
318, 14620
322, 14625
326, 14673
330, 14763
334, 14740
338, 14889
342, 15015
346, 15161
350, 14940
354, 15036
358, 15171
362, 15081
366, 15635
370, 15356
374, 15466
378, 15426
382, 15642
386, 15596
390, 15728
394, 15941
398, 15945
402, 15903
406, 15996
410, 15954
414, 16085
418, 16549
422, 16216
426, 16604
430, 16735
434, 17054
438, 16655
442, 16336
446, 16401
450, 16584
454, 16297
458, 16304
462, 16387
466, 16723
470, 16624
474, 16924
478, 16718
482, 16821
486, 16997
490, 17081
494, 17051
498, 16971
502, 17203
506, 17139
510, 17203
514, 17137
518, 17171
522, 17432
526, 17088
530, 17390
534, 17460
538, 17549
542, 17487
546, 17435
550, 17221
554, 17541
558, 17698
562, 17512
566, 17607
570, 17691
574, 17916
578, 17846
582, 17817
586, 17830
590, 17783
594, 17943
598, 17833
602, 18251
606, 17816
610, 18285
614, 18336
618, 18365
622, 18495
626, 18512
630, 18665
634, 18732
638, 18654
642, 18619
646, 18990
650, 18754
654, 18789
658, 18658
662, 19291
666, 19206
670, 19095
674, 19217
678, 19406
682, 19118
686, 19017
690, 19154
694, 19529
698, 19377
702, 19397
706, 19535
710, 19181
714, 19289
718, 19504
722, 19634
726, 19668
730, 19545
734, 19572
738, 19466
742, 19493
746, 19430
750, 19355
754, 19203
758, 19036
762, 19470
766, 19097
770, 19369
774, 19520
778, 19432
782, 19030
786, 19331
790, 19305
794, 19405
798, 19178
802, 19360
806, 19333
810, 19282
814, 18986
818, 19267
822, 19150
826, 18904
830, 19291
834, 18918
838, 18873
842, 18820
846, 18919
850, 18961
854, 18851
858, 18572
862, 19002
866, 18934
870, 18665
874, 18795
878, 18592
882, 18807
886, 18575
890, 18666
894, 18834
898, 18842
902, 18680
906, 18816
910, 18455
914, 18554
918, 18603
922, 18701
926, 19064
930, 18873
934, 18552
938, 18509
942, 18361
946, 18009
950, 18450
954, 17983
958, 18178
962, 18054
966, 18071
970, 18157
974, 18269
978, 18405
982, 18221
986, 18208
990, 18045
994, 18251
998, 18475
1002, 18485
1006, 18453
1010, 18491
1014, 18675
1018, 18866
1022, 19152
1026, 19377
1030, 19616
1034, 19934
1038, 20482
1042, 20574
1046, 20701
1050, 21044
1054, 20759
1058, 20601
1062, 20962
1066, 20862
1070, 20940
1074, 21042
1078, 20701
1082, 20708
1086, 20592
1090, 20426
1094, 20621
1098, 20468
1102, 19997
1106, 19941
1110, 19891
1114, 19757
1118, 19589
1122, 19378
1126, 19422
1130, 19322
1134, 19277
1138, 19155
1142, 18851
1146, 18955
1150, 18561
1154, 18508
1158, 18580
1162, 18269
1166, 18333
1170, 18067
1174, 18131
1178, 18020
1182, 17934
1186, 17783
1190, 17716
1194, 17408
1198, 17438
1202, 17283
1206, 17063
1210, 17017
1214, 17078
1218, 16777
1222, 16759
1226, 16709
1230, 16767
1234, 16643
1238, 16481
1242, 16411
1246, 16346
1250, 16061
1254, 16254
1258, 15913
1262, 15860
1266, 15879
1270, 16041
1274, 15812
1278, 15622
1282, 15341
1286, 15445
1290, 15251
1294, 15388
1298, 15294
1302, 15448
1306, 15485
1310, 15412
1314, 15163
1318, 15347
1322, 15549
1326, 15233
1330, 15500
1334, 15266
1338, 15375
1342, 15481
1346, 15312
1350, 15242
1354, 15031
1358, 14990
1362, 14917
1366, 14973
1370, 14933
1374, 15037
1378, 14601
1382, 14842
1386, 14900
1390, 14677
1394, 14745
1398, 14778
1402, 14259
1406, 14218
1410, 14397
1414, 14064
1418, 14041
1422, 14163
1426, 14095
1430, 13800
1434, 13859
1438, 13938
1442, 13884
1446, 13850
1450, 13390
1454, 13558
1458, 13584
1462, 13603
1466, 13233
1470, 13391
1474, 13273
1478, 13218
1482, 13100
1486, 13112
1490, 12993
1494, 13023
1498, 13047
1502, 12729
1506, 12704
1510, 12912
1514, 12637
1518, 12737
1522, 12646
1526, 12426
1530, 12510
1534, 12323
1538, 12306
1542, 12258
1546, 12412
1550, 12362
1554, 11908
1558, 12082
1562, 12009
1566, 12043
1570, 11954
1574, 11887
1578, 11872
1582, 11949
1586, 11918
1590, 11761
1594, 11834
1598, 11583
1602, 11673
1606, 11472
1610, 11640
1614, 11549
1618, 11619
1622, 11406
1626, 11385
1630, 11438
1634, 11170
1638, 11302
1642, 11190
1646, 11091
1650, 11263
1654, 11352
1658, 11139
1662, 11163
1666, 11184
1670, 11037
1674, 11054
1678, 11130
1682, 10909
1686, 10972
1690, 10908
1694, 10933
1698, 10968
1702, 10890
1706, 10841
1710, 10673
1714, 10775
1718, 10711
1722, 10659
1726, 10709
1730, 10760
1734, 10690
1738, 10648
1742, 10612
1746, 10635
1750, 10272
1754, 10468
1758, 10487
1762, 10489
1766, 10441
1770, 10436
1774, 10444
1778, 10365
1782, 10262
1786, 10354
1790, 10236
1794, 10505
1798, 10090
1802, 10277
1806, 10220
1810, 10157
1814, 10210
1818, 10057
1822, 9989
1826, 10103
1830, 10141
1834, 9977
1838, 10174
1842, 10315
1846, 10130
1850, 10138
1854, 10282
1858, 10021
1862, 10073
1866, 10127
1870, 9891
1874, 10104
1878, 9933
1882, 9921
1886, 10101
1890, 9943
1894, 9828
1898, 9710
1902, 9847
1906, 9869
1910, 9894
1914, 9807
1918, 9799
1922, 9739
1926, 9734
1930, 9899
1934, 9725
1938, 9938
1942, 9851
1946, 9856
1950, 9960
1954, 9744
1958, 9871
1962, 9662
1966, 9907
1970, 9724
1974, 9710
1978, 9791
1982, 9657
1986, 9819
1990, 9746
1994, 9639
1998, 9705
2002, 9673
2006, 9739
2010, 9957
2014, 9611
2018, 9945
2022, 9582
2026, 9922
2030, 9669
2034, 9771
2038, 9727
2042, 9778
2046, 9729
2050, 9809
2054, 9777
2058, 9788
2062, 9955
2066, 9834
2070, 9730
2074, 9761
2078, 9827
2082, 9863
2086, 9775
2090, 9809
2094, 9851
2098, 9986
2102, 9729
2106, 9976
2110, 9742
2114, 9816
2118, 9743
2122, 9979
2126, 9729
2130, 9977
2134, 9836
2138, 9937
2142, 9847
2146, 9940
2150, 10088
2154, 10032
2158, 9996
2162, 9810
2166, 10050
2170, 9947
2174, 9931
2178, 9849
2182, 10043
2186, 9948
2190, 9975
2194, 10030
2198, 9963
2202, 10038
2206, 9949
2210, 10036
2214, 10066
2218, 10206
2222, 10037
2226, 10005
2230, 10096
2234, 9957
2238, 9853
2242, 9975
2246, 9884
2250, 10108
2254, 9752
2258, 9862
2262, 9792
2266, 9838
2270, 9993
2274, 9862
2278, 9653
2282, 9926
2286, 9777
2290, 9710
2294, 9614
2298, 9749
2302, 9490
2306, 9763
2310, 9677
2314, 9646
2318, 9343
2322, 9592
2326, 9549
