beta channel, neutron ToF, beta_time (s)
3, 121.644,  67.134
2, 122.538, 67.2055
2, 116.859, 67.2298
2, 119.881, 67.2362
3, 154.772, 67.2745
2,  91.471, 67.2979
2, 118.072, 67.3688
3, 180.901, 67.4272
3, 189.513, 67.4272
2, 187.633, 67.4421
3, 187.633, 67.4421
2, 176.760, 67.4479
3, 159.633, 67.4536
3, 338.142, 67.5242
3, 193.138, 67.5803
3, 178.782, 67.5913
2, 123.674, 67.6144
2, 161.011, 67.7085
2, 218.859, 67.7145
3, 242.175, 67.8053
3, 175.572, 67.8361
3, 184.380, 67.8707
2, 385.890, 67.9669
3, 169.681, 68.0308
3, 876.792,  68.149
2, 121.918, 68.1496
2, 236.689, 68.1833
3, 190.845, 68.2409
2, 498.527, 68.2744
3, 498.527, 68.2744
3, 490.910, 68.2766
3, 191.541, 68.2864
3, 448.904, 68.2944
2, 122.678, 68.3446
3, 173.307, 68.3671
3, 117.969, 68.3733
2, 210.253, 68.3861
3, 179.079, 68.3993
3, 117.012,  68.431
3, 106.040, 68.4583
3, 227.583, 68.4813
2, 258.732, 68.5335
2, 238.751, 68.5901
2, 188.167, 68.6058
3, 239.433, 68.6772
2, 123.136, 68.7275
2, 129.369, 68.7275
2, 265.316, 68.7764
3, 166.516, 68.8305
2, 119.382,  68.831
2,  90.145, 69.0186
3, 125.367, 69.0493
3, 127.033, 69.0703
2, 161.477, 69.0906
3, 233.949, 69.1899
2, 121.539, 69.2512
3, 191.932, 69.3175
3, 362.320, 69.3795
3, 121.467, 69.3924
3, 122.588, 69.3977
3, 113.600, 69.4681
2, 124.344, 69.4792
3, 118.819, 69.5176
3, 116.627, 69.5247
3, 126.952, 69.5367
2, 292.074, 69.5959
2, 114.843, 69.7569
2, 757.028, 69.7658
3, 757.028, 69.7658
3, 182.150, 69.7678
2, 186.191, 69.7873
3, 186.191, 69.7873
2, 276.062, 69.8023
3, 216.510, 69.8027
3, 182.661,  69.812
3, 191.425,  69.812
2, 151.868, 69.8139
2, 151.645, 69.8139
3, 151.868, 69.8139
3, 151.645, 69.8139
3, 417.400, 69.8158
3, 132.480,  69.817
3, 186.615, 69.8288
3, 192.666, 69.8288
3, 205.810, 69.8426
3, 593.024, 69.8431
2, 180.754, 69.8476
3, 174.831, 69.8562
3, 184.265, 69.8629
3, 175.597, 69.8629
2, 144.854, 69.8639
2, 180.292, 69.8885
3, 214.020, 69.8897
3, 126.298, 69.8925
2, 205.089, 69.8952
2, 131.154, 69.9011
2, 140.039, 69.9011
2, 175.944, 69.9044
2, 156.841, 69.9044
3, 216.106, 69.9146
3, 192.600, 69.9146
2, 206.042, 69.9153, 69.9153
2, 189.900, 69.9171
3, 238.929, 69.9192
3, 179.791, 69.9217
3, 175.936, 69.9224
2, 313.465, 69.9303
3, 190.692,  69.936
3, 288.561, 69.9417
3, 190.136, 69.9429
3, 228.679, 69.9429
3, 187.505, 69.9437
2, 206.431, 69.9539
3, 588.769, 69.9588
3, 222.436, 69.9614
2, 233.059, 69.9653
2, 194.989, 69.9761
2, 205.478, 69.9761
3, 196.973, 69.9772
2, 599.793, 69.9787
2, 195.810, 69.9803
3, 183.891, 69.9877
2, 164.779, 69.9928
2, 240.404, 69.9937
2, 147.120, 69.9942
2, 187.936, 69.9962
3, 187.936, 69.9962
3, 166.163, 69.9977
3, 171.101, 70.0072
3, 188.554, 70.0121
2, 513.771,  70.015
2, 498.193,  70.015
3, 513.771,  70.015
3, 498.193,  70.015
3, 125.869, 70.0203
3, 185.727, 70.0209
2, 470.493, 70.0222
2, 473.536, 70.0222
2, 154.426, 70.0225
2, 295.342,  70.023
3, 228.720, 70.0238
3, 253.742, 70.0258
3, 197.663, 70.0266
2,  94.193, 70.0287
2, 198.017, 70.0289
3, 178.345, 70.0292
3, 179.431, 70.0326
3, 156.910, 70.0352
2, 209.754, 70.0382
3, 164.892, 70.0404
2, 208.637, 70.0422
3, 219.403, 70.0443
3, 183.268, 70.0451
2, 178.143, 70.0474
2, 201.898, 70.0537
3, 182.608,  70.056
3, 178.817, 70.0582
2, 509.053, 70.0591
2, 197.790, 70.0595
3, 197.790, 70.0595
3, 173.483,  70.066
3, 162.018, 70.0713
3, 194.525, 70.0727
2, 184.911, 70.0749
3, 183.686, 70.0839
2, 122.286, 70.0856
2, 126.438, 70.0856
3, 122.286, 70.0856
3, 126.438, 70.0856
2, 123.042, 70.0857
2, 124.100, 70.0857
2, 163.054,  70.089
3, 262.574, 70.0892
3, 124.336, 70.0979
2, 122.788, 70.1003
3, 122.788, 70.1003
2, 176.260, 70.1031
2, 176.782, 70.1031
3, 176.260, 70.1031
3, 176.782, 70.1031
2, 122.965, 70.1044
3, 103.973, 70.1056
3, 131.872, 70.1114
3, 324.453, 70.1122
3, 231.363, 70.1176
3, 345.913, 70.1217
2, 184.934, 70.1265
3, 184.934, 70.1265
3, 234.880, 70.1319
2, 186.842, 70.1339
2, 179.122, 70.1339
2, 219.121, 70.1343
2, 223.135, 70.1343
3, 219.121, 70.1343
3, 223.135, 70.1343
2, 162.801, 70.1439
2, 165.160, 70.1439
3, 162.801, 70.1439
3, 165.160, 70.1439
2, 153.358, 70.1465
3, 564.365,  70.147
2, 123.396, 70.1481
3, 123.396, 70.1481
3, 157.883,  70.152
2, 184.859, 70.1549
2, 245.496, 70.1656
3, 222.583, 70.1696
3, 377.713,  70.172
2, 117.739, 70.1878
3, 117.739, 70.1878
2, 193.454,  70.188
2, 221.393, 70.1922
3, 161.222, 70.1952
3, 147.961, 70.1976
2, 234.592, 70.2034
3, 155.078, 70.2086
2, 558.771, 70.2091
3, 179.962, 70.2102
3, 257.125, 70.2128
2, 1086.562, 70.2174
2, 1092.519, 70.2174
3, 1086.562, 70.2174
3, 1092.519, 70.2174
3, 142.451, 70.2184
2, 253.044, 70.2194
2, 148.995, 70.2206
2, 227.810, 70.2281
3,  60.311, 70.2312
3, 156.751, 70.2347
3, 433.995, 70.2375
3, 312.120, 70.2462
3, 183.344, 70.2518
3, 225.084, 70.2609
3, 228.471, 70.2612
2, 518.305, 70.2626
3, 174.098, 70.2632
3, 238.585, 70.2678
2, -45.062, 70.2688
3, -45.062, 70.2688
3, 245.827, 70.2698
3, 200.541, 70.2723
2, 140.370, 70.2811
2, 280.352, 70.2833
3, 402.434,  70.286
3, 121.824, 70.2974
3, 214.151, 70.3076
2, 188.839, 70.3096
2, 157.393, 70.3103
3, 175.395, 70.3119
3, 373.252, 70.3154
3, 176.311, 70.3295
2, 205.767, 70.3296
2, 174.889, 70.3323
3, 145.273, 70.3351
3, 231.888, 70.3352
2, 296.668, 70.3374
3, 296.668, 70.3374
3, 182.949, 70.3392
3, 202.836, 70.3392
2, 356.689, 70.3421
3, 356.689, 70.3421
2, 2100.910, 70.3423
3, 2100.910, 70.3423, 70.3423
3, 376.895, 70.3438
3, 290.789, 70.3444
3,  99.583, 70.3508
3, 199.240, 70.3561
3, 186.650, 70.3615
3, 174.278, 70.3659
3, 235.960, 70.3706
3, 165.251, 70.3712
2, 259.874, 70.3863
3, 214.199, 70.3972
2, 152.655, 70.3996
2, 194.936, 70.4078
3, 280.728, 70.4141
2, 119.894, 70.4175
2, 175.569, 70.4242
2, 189.972, 70.4252
3, 182.376, 70.4261
3, 514.123,   70.43
2, 220.578, 70.4403
3, 189.284, 70.4407
2, 254.810, 70.4501
3, 200.138, 70.4591
3, 117.893, 70.4749
2, 120.390, 70.4789
3, 181.952, 70.4978
3, 235.327, 70.4986
3, 198.152, 70.5027
2, 159.277, 70.5082
2, 170.420, 70.5089
3, 173.375, 70.5098
3, 123.616, 70.5106
3, 263.368, 70.5123
3, 190.888, 70.5136
2, 238.505, 70.5251
2, 183.541, 70.5254
3, 260.076, 70.5263
2, 224.734, 70.5432
2, 210.183, 70.5455
3, 232.029, 70.5469
3, 174.881, 70.5471
2, 732.703, 70.5482
3, 732.703, 70.5482
2, 181.161, 70.5516
2,  79.691, 70.5554
2, 119.224, 70.5565
3, 190.143, 70.5575
2, 177.004, 70.5826
2, 227.412, 70.5897
3, 210.732, 70.5916
3, 136.320, 70.5978
3, 136.207, 70.5978
3, 143.887, 70.6026
3, 435.340, 70.6064
3, 244.750, 70.6076
3, 236.950, 70.6131
3, 104.228,  70.614
2, 232.212, 70.6158
3, 273.240, 70.6236
3, 212.986,  70.624
3, 168.148, 70.6254
3, 121.776, 70.6343
2, 118.864, 70.6359
2, 192.716, 70.6365
3, 217.294, 70.6373
2, 193.878, 70.6408
2, 117.666, 70.6415
3, 102.893, 70.6513
3, 180.674, 70.6637
3, 132.154, 70.6666
3, 115.413, 70.6711
3, 181.994, 70.6734
3, 162.630, 70.6736
2, 174.076, 70.6768
3, 237.792, 70.6798
2,  96.641, 70.6799
3, 247.911,  70.683
3, 182.666, 70.6831
3, 109.506, 70.6862
2, 173.524, 70.6926
3,  98.225, 70.6973
3,  99.698, 70.6973
3, 125.368, 70.7025
3, 118.088, 70.7119
2, 173.541,  70.729
2, 228.882, 70.7299
2, 124.211, 70.7368
3, 169.892, 70.7433
2, 218.748, 70.7582
3, 182.720, 70.7594
3, 181.791, 70.7594
2, 278.031, 70.7617
3, 278.031, 70.7617
3, 190.928, 70.7623
3, 122.188, 70.7625
2, 169.369, 70.7779
2, 156.363, 70.7779
3, 169.369, 70.7779
3, 156.363, 70.7779
2, 187.078, 70.7817
3, 424.477, 70.7826
2, 118.509, 70.7836
3, 189.845, 70.7942
3, 187.065, 70.7997
3, 164.229, 70.8044
3, 174.430, 70.8101
2, 170.992, 70.8105
2, 200.198, 70.8181
3, 200.198, 70.8181
2, 100.935, 70.8243
2, 189.186, 70.8243
3, 100.935, 70.8243
3, 189.186, 70.8243
2, 160.734, 70.8334
3, 236.506, 70.8337
3, 232.740, 70.8442
2, 121.071, 70.8472
2,  95.633, 70.8472
3, 191.065, 70.8491
2, 251.542, 70.8495
3, 166.235, 70.8545
3, 189.355,  70.855
2, 361.110, 70.8596
2, 1349.892, 70.8792
2, 1348.968, 70.8792
3, 1349.892, 70.8792, 70.8792
3, 1348.968, 70.8792, 70.8792
3, 186.308, 70.8826
2, 219.670, 70.8882
2, 230.032, 70.8913
2, 159.045, 70.8985
3, 162.910, 70.8993
3, 179.689, 70.9167
3, 184.650, 70.9296
3, 180.896, 70.9415
3, 234.445, 70.9526
3, 313.229, 70.9527
3, 179.141, 70.9536
3, 185.842, 70.9668
3, 189.524, 70.9768
2, 207.115, 70.9924
3, 216.398,  71.014
3, 218.368, 71.0172
2, 264.089, 71.0185
2, 231.776, 71.0218
3, 288.220, 71.0227
3, 202.584,  71.026
2, 120.964, 71.0279
3, 116.866, 71.0286
3, 121.850, 71.0373
2, 121.086, 71.0499
2, 159.841, 71.0587, 71.0587
3, 159.841, 71.0587
2, 523.806, 71.0686
3, 161.648, 71.0694
2, 100.379, 71.0815
2, 505.095, 71.0828
2, 403.226, 71.0888
2, 122.411, 71.0896
2, 183.695, 71.0945
2, 247.528,  71.122
2, 244.406,  71.122
2, 240.102, 71.1227
2, 120.414, 71.1313
3, 262.382, 71.1419
3, 478.306, 71.1539
2, 243.079, 71.1658
3, 167.974, 71.1725
3, 217.899,  71.176
2, 108.350, 71.1783
2, -232.740, 71.1795
3, -232.740, 71.1795
2, 120.190,  71.189
3, 236.708, 71.1948
2, 181.782, 71.1962
3, 184.579, 71.1981
3, 177.939, 71.2035
2, 121.995, 71.2081
2, 180.236, 71.2098
2, 101.062, 71.2098
2, 223.814, 71.2148
3, 172.739, 71.2153
2, 422.369, 71.2421
2, 159.131, 71.2514
2, 815.073, 71.2603
2, 814.848, 71.2603
3, 815.073, 71.2603
3, 814.848, 71.2603
2, 176.162, 71.2652
2, 368.012, 71.2709
3, 177.477, 71.2825
3, 183.338, 71.2873
2, 124.209, 71.2985
2, 320.047, 71.3022
2, 121.627, 71.3027
3, 238.401, 71.3063
3, 121.795, 71.3264
3,  99.396, 71.3264
2, 168.064, 71.3288
3, 185.707, 71.3308
2, 150.340, 71.3325
2, 131.200, 71.3351
2, 217.282, 71.3355
3, 284.258, 71.3533
3, 179.743, 71.3744
2, 177.687, 71.3782
3, 190.230, 71.3785
2, 120.093, 71.3839
3, 120.093, 71.3839
3, 129.823, 71.3911
3, 219.202,  71.399
2, 106.675, 71.4021
3, 581.296, 71.4079
3, 237.060, 71.4141
3, 220.050, 71.4177
2, 206.595,  71.421
3, 189.187, 71.4305
2,  97.328, 71.4333
2, 121.490, 71.4665
3, 159.369, 71.4727
3, 185.551, 71.4807
2, 510.386, 71.4864
3, 510.386, 71.4864
3, 219.697, 71.4937
3, 233.912, 71.5027
2, 173.156, 71.5174
2, 263.881, 71.5287
2, 196.696, 71.5319
3, 212.576, 71.5395
2, 214.128, 71.5626
2, 232.606, 71.5629
3, 456.721,  71.583
2, 240.631, 71.5869
3, 240.631, 71.5869
2, 210.606,  71.593
3, 261.884, 71.5934
2, 568.214, 71.5935
2, 216.708,  71.607
2, 217.886,  71.607
3, 313.096, 71.6292
3, 101.177,  71.634
3, 124.612, 71.6546
3, 187.951, 71.6662
2, 172.141, 71.6689
2, 495.601,  71.672
2, 367.802, 71.6726
2, 167.702, 71.6745
3, 192.512, 71.6884
3, 181.299, 71.6929
3, 579.499, 71.6932
3, 209.469, 71.7089
2, 120.699, 71.7095
3, 148.945, 71.7096
3, 183.454, 71.7194
3, 123.368, 71.7391
3, 101.375,  71.751
2, 561.469, 71.7558
2, 357.797, 71.7769
3, 196.580, 71.7874
3, 213.278, 71.7874
3, 200.577, 71.7938
3, 103.961, 71.8064
2, 290.529, 71.8162
3, 234.514, 71.8216
2, 206.057, 71.8258
3, 468.748,  71.828
3, 208.320,  71.833
3, 130.425, 71.8341
3, 162.753, 71.8586
2, 207.443, 71.8631
3, 197.601, 71.8668
2, 153.115, 71.8698
2, 215.163, 71.8723
2, 119.497, 71.8775
3, 380.567, 71.8779
3, 148.680, 71.8818
3, 178.750, 71.8846
2, 228.949, 71.9269
2, 649.796, 71.9269
3, 190.949, 71.9343
2, 127.628, 71.9449
3, 124.499,   71.96
2, 571.979, 71.9723
2, 224.594, 71.9821
2, 226.605, 71.9821
3, 167.886, 71.9872
3, 102.254, 71.9929
3, 535.795, 71.9937
3, 241.883, 71.9985
3, 568.317, 71.9987
2, 142.010, 72.0041
2, 210.309, 72.0321
3, 183.398,  72.041
3, 214.738, 72.0551
3, 597.235, 72.0551
3, 227.357, 72.0599
3, 170.081, 72.0612
2, 188.440, 72.0717
2, 186.920, 72.0717
3, 339.085, 72.0732
2, 174.147, 72.0737
2,  95.945, 72.0969
2,  98.777, 72.0969
3,  95.945, 72.0969
3,  98.777, 72.0969
2, 305.667, 72.1001
2, 310.349, 72.1001
3, 305.667, 72.1001
3, 310.349, 72.1001
2, 294.346,  72.101
2, 264.019, 72.1273
3, 264.019, 72.1273
3, 119.717, 72.1545
3, 244.994, 72.1711
2, 183.419, 72.1729
2, 327.003, 72.1782
2, 177.586, 72.1901
3, 221.984, 72.2027
2,  81.111, 72.2212
2, 104.478, 72.2272
3, 190.668, 72.2348
3, 215.237, 72.2351
2, 230.148, 72.2369
3, 265.394, 72.2403
3, 174.086, 72.2492
3, 175.656, 72.2548
2, 274.500, 72.2581
3, 101.894, 72.2614
3, 199.593, 72.2786
3, 211.120, 72.2798
3, 178.437,  72.282
2, 401.616, 72.2886
2, 349.891, 72.2886
2, 227.725, 72.2934
3, 387.461, 72.3274
3, 205.965, 72.3523
2, 475.068,  72.373
3, 225.924, 72.3925
2, 112.416, 72.4074
3, 170.014,  72.413
3, 171.660,  72.413
3, 189.083, 72.4133
2, 168.875, 72.4463
2, 157.281, 72.4463
2, 117.082, 72.4503
3, 271.449, 72.4782
2, 199.188, 72.5214
2, 486.400, 72.5214
3, 199.188, 72.5214
3, 486.400, 72.5214
3, 295.143, 72.5417
2, 170.589, 72.5495
3, 170.589, 72.5495
3, 570.330, 72.5609
2, 119.290, 72.5638
2, 284.706, 72.5717
2, 153.442, 72.5717
3, 123.049, 72.5731
3, 118.477,  72.617
3, 453.137,  72.619
3, 229.434, 72.6566
3, 273.161, 72.6681
2, -225.423, 72.6747
3, -225.423, 72.6747
3, 186.051,  72.676
3, 123.351, 72.6817
3, 251.393,  72.685
3, 180.806, 72.6886
3, 172.554, 72.6966
3, 280.515,  72.734
3, 159.534,  72.756
3, 150.715,  72.756
2, 710.323, 72.7626
2, 710.517, 72.7626
3, 710.323, 72.7626
3, 710.517, 72.7626
3, 206.123, 72.7907
2, 119.607, 72.8301
2, 120.998, 72.8389
2, 177.865, 72.8849
3,  99.770, 72.8852
3,  96.607, 72.9252
2, 178.393, 72.9276
3, 224.695, 72.9657
2, 194.947, 73.0062
3, 194.947, 73.0062
2, 158.286,  73.043
3, 209.151, 73.0503
3, 175.875, 73.0674
3, 182.655, 73.0795
3, 442.387, 73.0867
2, 144.433, 73.0947
3, 122.266, 73.1312
3, 229.839, 73.1481
3, 474.366, 73.1619
2,  98.953,  73.173
3, 223.280, 73.1745
2, 207.362, 73.1941
3, 217.138, 73.2331
3, 115.316, 73.2545
3, 166.717, 73.2545
2, 120.732, 73.2559
3, 220.713, 73.2854
2, 389.998, 73.2869
3, 120.774, 73.3012
2, 182.553, 73.3077
2, 184.549, 73.3453
3, 179.857, 73.3511
2, 123.733, 73.3511
3, 269.638, 73.3524
3, 189.787, 73.3628
3, 160.381, 73.3714
3, 224.424, 73.3727
3, 182.867, 73.4432
2, 123.702, 73.4769
2, 120.728,  73.504
3, 194.364, 73.5231
3, 274.667,  73.559
3, 165.421, 73.5982
2, 116.824, 73.6055
2, 250.062, 73.6588
2, 189.094, 73.6644
3, 122.332, 73.6671
2, 325.180, 73.7805
3, 260.926, 73.7807
3, 623.620, 73.8034
3, 184.259, 73.8101
2, 125.401, 73.8556
2, 162.894, 73.8759
2, 119.658, 73.8812
3, 335.557, 73.8904
2, 122.761, 73.8985
3, 161.272,  73.905
2, 159.200, 73.9249
3, 215.849, 73.9667
3, 268.092, 73.9814
2, 230.034, 73.9886
2,  99.366, 73.9972
3, 231.986, 74.0156
3, 216.641, 74.0247
3, 238.041, 74.0584
3, 234.385, 74.0631
3, 199.094, 74.0707
3, 316.279, 74.1155
3, 216.200, 74.1224
3, 124.259, 74.1455
2, 346.675, 74.2093
2, -386.906, 74.2093
3, 346.675, 74.2093
3, -386.906, 74.2093
3, 217.333, 74.2155
3, 101.822, 74.2747
2, 182.763, 74.2888
2,  98.361, 74.2913
2, 119.531, 74.3079
3, 104.054, 74.4107
2, 157.689, 74.4931
2,  95.470, 74.4943
3, 227.394, 74.5192
2, 346.922, 74.5282
3, 176.311, 74.5819
3, 177.522, 74.5819
3, 169.003, 74.5819
2, 189.180,  74.607
2, 233.790, 74.6593
2, 123.078, 74.6709
3, 186.711, 74.7135
2, 211.427, 74.7402
3, 446.944, 74.7591
3, 192.887, 74.7593
3, 181.009, 74.7967
3, 210.397,   74.83
2, 179.384, 74.8456
3, 200.043, 74.8486
2, 185.335, 74.8832
3, 139.473, 74.8954
3, 186.627, 74.9327
3, 121.138, 74.9417
3, 193.932, 75.0064
3, 118.398, 75.0073
2, 122.162, 75.0244
3, 169.040, 75.0785
2, 544.676, 75.1577
2, 124.136, 75.1703
3, 193.570, 75.3217
3, 197.391, 75.3217
2, 207.132,  75.358
2, 163.570, 75.3956
3,  86.349, 75.4688
3,  81.858, 75.4688
3,  96.542, 75.4751
3, 117.320, 75.5367
2,  96.420, 75.5579
2, 211.338, 75.5855
2,  89.854, 75.6433
2, 178.500, 75.6804
3, 232.142, 75.6882
2, 275.312, 75.8598
2, 118.358, 75.8707
3, 128.024, 75.8708
2, 124.614, 75.8966
2, 124.324, 75.9247
3, 116.009, 76.1665
2, 122.227, 76.2076
2, 118.808, 76.2505
2, 122.319, 76.2818
3, 128.374, 76.3671
3, 186.093, 76.3989
2, 120.889, 76.5137
2, 366.187,  76.705
3, 157.322, 76.7208
3, 122.525, 76.7931
3,  99.302, 76.8518
3,  99.657, 76.8536
3, 125.995, 76.8948
2, 237.093, 76.9009
3, 833.628, 76.9166
3, 370.580, 76.9166
3, 740.527, 76.9166
3, 320.756, 76.9166
3, 705.300, 76.9166
3, 743.358, 76.9166
3, 723.713, 76.9166
3, 260.165, 76.9166
3, 617.897, 76.9166
3, 449.951, 76.9166
3, 392.942, 76.9166
3, 1008.142, 76.9166
2, 188.238, 76.9376
3, 232.143, 76.9399
2, 123.498, 76.9656
2, 128.374, 76.9787
2, 213.209, 76.9823
3, 182.242, 76.9852
3, 154.030, 76.9852
3, 164.894, 76.9887
2, 349.011, 76.9984
2, 129.231, 77.0199
2, 404.418, 77.0322
3, 217.056, 77.0354
3, 172.496, 77.0475
2, 181.952, 77.0494
3,  99.289, 77.0498
2, 312.888, 77.0568
3, 312.888, 77.0568
3, 231.526, 77.0575
3, 207.640, 77.0592
2, 258.932, 77.0863
3, 220.945, 77.0934
2, 182.852,  77.103
2, 183.272,  77.103
3, 295.933, 77.1041
2, 166.292, 77.1068
2, 213.345, 77.1072
3, 198.591, 77.1225
3, 181.060, 77.1296
2, 180.947, 77.1383
3, 170.925, 77.1401
3, 173.372, 77.1404
3, 147.626, 77.1445
2, 166.498, 77.1456
2, 157.994, 77.1456
3, 176.109, 77.1533
3, 202.408, 77.1538
2, 155.509,  77.154
3,  64.663,  77.158
3, 345.991, 77.1622
3, 218.453, 77.1718
2, 481.107, 77.1734
3, 240.839, 77.1807
3, 197.301, 77.1814
2, 228.057, 77.1884
3, 192.957, 77.1898
2, 105.216, 77.1913
3, 123.083, 77.1941
3, 148.218, 77.1951
3, 171.538, 77.1962
2, 199.589, 77.1991
2, 233.432, 77.2008
3, 202.826, 77.2013
3, 194.834, 77.2022
2, 179.956, 77.2147
3, 179.956, 77.2147
3, 229.143, 77.2172
3, 179.853, 77.2172
3,  99.381, 77.2302
3, 182.188, 77.2352
3, 115.847, 77.2411
3, 289.287, 77.2415
2, 168.208, 77.2443
2, 395.721, 77.2446
3, 395.721, 77.2446
3, 177.368, 77.2451
3, 190.431, 77.2451
3, 183.230, 77.2582
3, 112.023,  77.263
3, 121.133, 77.2646
3, 178.884, 77.2648
2, 186.199, 77.2666
2, 136.345, 77.2727
2, 468.721, 77.2737
3, 468.721, 77.2737
2, 190.019,  77.274
2, 174.190,  77.277
2, 124.738, 77.2775
3, 225.759, 77.2777
3, 180.348,  77.283
2, 158.671,  77.284
2, 230.140, 77.2843
3, 230.140, 77.2843
3, 177.898,  77.285
3, 183.864, 77.2872
2, 119.464, 77.2956
3, 201.141, 77.2964
2, 241.163, 77.2996
3, 241.163, 77.2996
3, 156.930, 77.3048
3, 214.442,  77.307
3, 174.339, 77.3084
2, 394.726, 77.3115
2, 194.724, 77.3148
2, 1403.336, 77.3148
3, 194.724, 77.3148, 77.3148
3, 1403.336, 77.3148, 77.3148
2, 119.982,  77.318
3, 216.664, 77.3191
2, 216.821, 77.3201
3, 216.821, 77.3201
3, 119.516, 77.3204
2,  90.595, 77.3206
3, 238.199, 77.3206
2, 208.143, 77.3238
3, 194.121,  77.327
3, 105.790, 77.3452
3, 173.267, 77.3467
3, 164.250, 77.3506
2, 167.936, 77.3545
2,  47.557, 77.3545
3, 167.936, 77.3545
3,  47.557, 77.3545
3, 235.758, 77.3749
3, 290.892, 77.3773
2, 178.768, 77.3819
2, 195.277, 77.3828
3, 239.600, 77.3831
3, 186.155, 77.3898
2,  99.484, 77.3931
3, 281.380, 77.3947
2,  81.689,  77.395
2, 168.628, 77.3998
3, 185.270, 77.3998
3, 338.064, 77.4066
3, 209.898, 77.4102
3, 137.113, 77.4125
3, 173.705, 77.4139
2, 119.937, 77.4141
3, 176.460, 77.4207
3, 577.800,  77.422
2, 110.895, 77.4245
3, 171.109, 77.4312
2,  98.566, 77.4422
3, 272.730, 77.4429
3, 210.816, 77.4443
2, 150.714, 77.4495
2, 116.053,   77.45
3, 243.833, 77.4595
2, 160.965, 77.4662
3, 213.496, 77.4722
3, 187.921, 77.4744
2, 123.830, 77.4747
2, 170.696, 77.4829
2, 280.224, 77.4943
3,  77.820, 77.4975
3, 590.172, 77.5032
2, 194.438, 77.5041
3, 253.673, 77.5089
3,  98.872, 77.5122
2, 180.017, 77.5187
2, 316.716, 77.5245
3, 267.961, 77.5328
2, 185.531, 77.5342
2, 195.436, 77.5485
3, 179.914, 77.5519
2, 265.964,  77.553
2, 275.009, 77.5564
2, 248.574, 77.5564
3, 119.919, 77.5584
2, 206.766, 77.5688
3, 503.634, 77.5703
2, 235.360, 77.5711
2, 119.583, 77.5722
3, 229.194, 77.5814
2, 172.599,  77.583
3,  68.329, 77.5846
3, 172.998, 77.5852
3, 218.517, 77.5862
2, 298.991, 77.5926
2, 177.918, 77.5926
3, 298.991, 77.5926
3, 177.918, 77.5926
2, 112.187, 77.5957
2, 263.814, 77.6048
3, 167.253,  77.605
2,  93.208, 77.6077
3, 124.924, 77.6096
3, 432.357, 77.6111
2, 246.762, 77.6141
3, 176.904, 77.6145
2, 178.751, 77.6189, 77.6189
3, 178.751, 77.6189
3, 286.408, 77.6207
2, 424.257, 77.6214
3, 194.490, 77.6321
2, 185.350, 77.6481
2, 186.937, 77.6481
3, 225.288, 77.6524
3, 319.642, 77.6601
3, 188.571, 77.6627
3, 805.683, 77.6627
3, 191.381,  77.663
2, 281.129,  77.663
3, 478.502, 77.6674
3, 180.924, 77.6742
3, 229.051, 77.6772
3, 153.276, 77.6795
2, 189.437, 77.6835
2, 328.902,  77.692
2, 213.138,  77.697
2, 316.044, 77.7031
2, 156.498, 77.7039
2, 159.683, 77.7039
3, 174.579, 77.7101
3, 256.518, 77.7168
3, 190.395, 77.7188
3, 234.871, 77.7188
3, 362.340, 77.7189
2, 122.589, 77.7191
3, 242.264, 77.7268
2, 166.526, 77.7288
3, 221.149, 77.7298
2, 163.675, 77.7315
3, 163.675, 77.7315
2, 531.190, 77.7337
3, 275.747, 77.7344
3, 187.518, 77.7345
2, 277.838, 77.7528
3, 182.040, 77.7584
3, 156.461, 77.7621
2, 170.966, 77.7724
2, 183.731, 77.7724
2, 358.805, 77.7761
2, 167.974,  77.777
2, 233.254, 77.8003
3, 260.566, 77.8015
2, 162.596, 77.8036
3, 184.266, 77.8142
2, 169.744, 77.8155
3, 183.788, 77.8176
3, 181.367, 77.8184
3, 130.025, 77.8218
3, 495.418, 77.8224
3, 603.315, 77.8231
3, 614.129, 77.8231
3, 268.475,  77.824
3, 227.100, 77.8269
3, 121.357, 77.8317
3, 614.116, 77.8342
3, 174.076, 77.8343
2, 501.026, 77.8437
2, 160.928, 77.8483
2, 163.329, 77.8483
3, 160.928, 77.8483
3, 163.329, 77.8483
3, 331.831, 77.8496
3, 319.036, 77.8628
3, 124.687, 77.8666
2, 120.898, 77.8677
2, 178.381, 77.8713
2, 454.362, 77.8864
3, 187.606, 77.8937
2, 159.419, 77.9012
3, 181.709, 77.9022
2, 121.394, 77.9115
3, 438.886,  77.912
2, 218.675,  77.913
3, 176.832,  77.918
3, 182.753, 77.9221
3, 233.261, 77.9221
3, 120.232, 77.9321
3, 116.886, 77.9411
2, 120.166, 77.9455
3, 214.492, 77.9481
2, 199.588, 77.9548
3, 220.637, 77.9606
3, 158.065, 77.9634
3, 189.226, 77.9669
3, 141.386, 77.9681
3, 173.371, 77.9722
3, 587.055, 77.9771
3, 356.678, 77.9798
2, 166.026, 77.9808
3, 180.071, 77.9837
2, 201.475,  77.988
2, 1369.072,  77.988
3, 201.475,  77.988
3, 1369.072,  77.988
3, 209.874, 77.9928
3, 213.030, 77.9979
2, 173.029, 77.9995
3, 134.325, 78.0022
2, 232.975, 78.0042
3, 183.776, 78.0072
3, 161.398, 78.0079
3, 299.117, 78.0087
3, 299.932, 78.0087
3, 315.199, 78.0143
