beta channel, neutron ToF, beta_time (s)
2, 216.090, 357.953
2, 168.858, 357.958
2, 212.397, 357.959
3, 299.137, 357.969
2, 118.297, 357.971
3, 129.577, 357.976
3, 301.134, 357.977
3, 323.972, 357.981
3, 256.764, 357.987
2, 118.958, 357.988
2, 145.030, 357.994
3, 172.991, 357.995
3, 161.009, 357.995
3, 301.210, 357.999
2, 204.580, 358.017
2, 167.681,  358.02
2, 220.695, 358.025
3, 220.695, 358.025
2, 125.396, 358.025
3, 299.193, 358.044
3, 121.096,  358.06
3, 233.591,  358.06
3, 238.462, 358.064
2, 237.936, 358.064
3, 203.441, 358.065
3, 228.237, 358.068
3, 150.097, 358.069
2, 122.458, 358.073
2, 117.935, 358.073
3, 397.900, 358.073
3, 172.672, 358.077
3, 261.934, 358.081
3, 223.508, 358.088
2, 188.871, 358.093
3, 183.163, 358.095
3,  94.013, 358.096
3, 200.560, 358.098
2, 1325.081, 358.113
2, 1364.392, 358.113
3, 1325.081, 358.113, 358.113
3, 1364.392, 358.113, 358.113
2, 181.368, 358.125
2, 323.906, 358.127
3, 414.014, 358.136
3, 289.495, 358.153
3, 171.510, 358.154
3, 223.962,  358.16
2, 166.925, 358.163
3, 180.640, 358.176
2, 228.250, 358.178
3, 214.934, 358.179
3, 206.107, 358.193
3, 207.450, 358.193
3, 172.441, 358.198
3, 203.760, 358.199
3, 173.057, 358.208
2, 129.222,  358.21
3, 119.745,  358.21
3,  95.755,  358.21
3, 542.994, 358.212
2, 132.301, 358.214
2, 594.855, 358.215
3, 594.855, 358.215
2, 506.785, 358.216
3, 108.218, 358.217
2, 537.788, 358.229
2, 174.808, 358.229
3, 537.788, 358.229
3, 174.808, 358.229
2, 195.850,  358.23
2, 192.446,  358.23
2, 187.184,  358.23
2, 174.694, 358.234
3, 174.694, 358.234
2, 118.432, 358.246
3, 168.513, 358.247
2, 212.213, 358.262
3, 172.152, 358.263
3, 188.037, 358.268
2, 170.740, 358.279
2, 120.832,  358.28
2, 126.179,  358.28
3, 120.832,  358.28
3, 126.179,  358.28
2, 223.923, 358.287
3, 168.998, 358.287
3, 207.700, 358.289
3, 170.914,  358.29
3, 561.095, 358.291
3, 566.032, 358.291
3, 167.197, 358.298
2, 209.814, 358.301
3, 132.752, 358.302
3, 116.777, 358.302
2, 120.546, 358.303
3, 120.552, 358.305
3, 144.010,  358.31
2, 198.684, 358.317
3, 163.342, 358.337
2, 478.306, 358.339
3, 120.542, 358.339
3, 325.296, 358.341
3, 234.041, 358.343
2, 365.110, 358.362
3, 234.404, 358.363
3, 231.499, 358.373
2, 213.456, 358.374
3, 213.456, 358.374
3, 160.472, 358.387
2, 365.411, 358.391
3, 468.590, 358.391
3, 190.468, 358.392
3, 629.089, 358.395
3, 265.766, 358.399
3, 208.539,   358.4
2, 251.200,   358.4
3, 212.700, 358.405
3, 615.599, 358.408
3, 183.559, 358.409
2, 703.837, 358.415
3, 703.837, 358.415
3,  72.093, 358.424
3,  73.696, 358.424
3, 186.717, 358.427
3, 319.085, 358.437
2, 484.910,  358.44
3, 175.285, 358.441
3, 186.619, 358.449
2, 405.020, 358.453
3, 161.378, 358.456
2, 231.269,  358.46
3, 320.702, 358.461
3, 217.103, 358.463
2, 188.017, 358.464
2, 118.462, 358.467
3, 243.015, 358.468
3, 234.656, 358.479
3, 104.574, 358.494
3, 433.182, 358.503
3, 191.739, 358.504
3, 174.399, 358.508
2, -322.264,  358.51
3, -322.264,  358.51
3, 106.425,  358.51
2, 221.332, 358.518
3, 130.337, 358.521
3, 181.606, 358.524
2, 120.782, 358.528
3, 177.466, 358.534
2, 154.772,  358.54
2, 151.768, 358.542
3, 234.900, 358.544
3, 122.482, 358.548
3, 164.442, 358.549
3, 182.092,  358.56
3, 183.653, 358.563
2, -362.622, 358.566
3, -362.622, 358.566
3, 308.621, 358.568
2, 534.990, 358.572
3, 165.122,  358.58
3, 181.700, 358.585
3, 172.254, 358.589
3, 202.416, 358.593
2, 149.720, 358.595
2, 197.562, 358.596
3, 170.598, 358.596
3, 409.092,   358.6
3, 226.989, 358.601
3, 203.997, 358.614
3, 216.553, 358.623
2, 175.687, 358.627
3, 149.038, 358.631
3, 154.152, 358.631
3, 226.195, 358.631
2, 179.320, 358.637
3, 121.153, 358.649
3, 120.807, 358.649
2, 120.886, 358.649
3, 285.124, 358.652
3, 169.451, 358.657
3, 105.277, 358.661
2, 182.846, 358.663
3, 120.560, 358.669
2, 211.208, 358.675
2, 125.113, 358.681
3, 230.253, 358.686
3, 176.477, 358.689
2, 103.417, 358.692
2, 179.988, 358.692
3, 116.818, 358.694
3, 215.622, 358.695
3, 123.009, 358.697
3, 233.033, 358.704
2, 528.616, 358.705
2, 203.336, 358.706
3, 187.453, 358.706
3, 167.571, 358.719
2, 217.207, 358.729
3, 217.207, 358.729
3, 181.668, 358.733
2, 216.630, 358.735
3, 153.539, 358.746
2, 184.348, 358.764
2, 249.160, 358.764
3, 218.024, 358.764
2, 217.644, 358.774
3, 217.964, 358.774
2, 121.123, 358.782
2, 227.909, 358.789
3, 179.331, 358.791
3, 163.645, 358.794
2, 199.330, 358.797
2, 194.627, 358.797
2, 212.726, 358.799
3, 154.161, 358.807
2, 156.136, 358.807
2,  71.935,  358.81
2, 178.205, 358.815
2, 115.358, 358.831
2, 373.769, 358.834
3, 183.425, 358.836
2, -13.348,  358.85
3, -13.348,  358.85
3, 190.700, 358.856
3, 141.930, 358.867
3, 122.417, 358.871
3, 119.476, 358.873
3, 186.133, 358.875
3, 181.667, 358.881
2, 104.496, 358.882
3, 241.310, 358.882
2, 155.416, 358.893
2, 177.717, 358.898
3, 122.783, 358.902
3, 352.932, 358.904
2, 175.751, 358.913
3, 226.398, 358.916
3, 277.806, 358.919
3, 220.805, 358.922
3,  97.923, 358.927
3, 216.819, 358.928
2, 176.707,  358.95
2, 168.424, 358.952
2, 180.039, 358.954
3, 114.911,  358.96
2, 184.151, 358.973
3, 168.675, 358.974
3, 243.189, 358.982
2, 289.133, 358.986
3, 222.251, 358.992
3, 103.845, 358.998
2, 232.430, 359.031
3, 182.909, 359.035
2, 151.355, 359.038
3, 185.115, 359.043
3, 201.057,  359.05
2, 157.525, 359.057
2, 471.340, 359.057
3, 229.892, 359.057
2, 570.818, 359.065
2, 161.937, 359.065
3, 570.818, 359.065
3, 161.937, 359.065
3, 170.819, 359.065
2, 583.679, 359.088
2, 584.862, 359.088
2, 589.613, 359.088
2, 590.796, 359.088
3, 583.679, 359.088
3, 584.862, 359.088
3, 589.613, 359.088
3, 590.796, 359.088
2, 206.261, 359.097
2, 122.519, 359.113
2, 220.396, 359.114
3, 162.853, 359.115
3, 161.892, 359.115
2, 216.634, 359.131
2, 216.250, 359.131
3, 216.634, 359.131
3, 216.250, 359.131
2, 177.815, 359.132
2, 129.508,  359.15
3, 175.968, 359.153
3, 120.116, 359.159
3, 203.692,  359.17
3, 187.462, 359.191
3, 239.513, 359.196
3, 165.647,  359.21
3, 124.027,  359.21
2, 233.832, 359.212
3, 122.396, 359.212
2, 185.457, 359.216
3, 185.457, 359.216
3, 287.963, 359.218
3, 173.662, 359.221
3, 168.513, 359.223
2, 182.690, 359.235
2, 112.794, 359.239
3, 172.152,  359.24
3, 196.648, 359.242
3, 188.048, 359.251
2, 153.351, 359.256
3, 238.466, 359.266
3, 635.057, 359.269
3, 122.804, 359.269
3, 181.954, 359.281
3, 290.773, 359.297
3, 217.359, 359.309
2, 170.706, 359.315
3,  84.692, 359.326
2, 185.123, 359.327
3, 119.896, 359.338
2, 369.958, 359.342
3, 175.137, 359.352
3, 120.660, 359.354
2, 402.285, 359.362
2, 100.989, 359.366
2, 115.848, 359.375
2, 112.828, 359.375
3, 115.848, 359.375
3, 112.828, 359.375
3, 174.406, 359.378
2, 120.404,  359.39
2, 120.041,  359.39
3, 112.358, 359.392
3, 147.514, 359.405
3, 148.490, 359.405
2, 194.852, 359.409
3, 514.215, 359.427
2, 170.475, 359.445
3, 176.835, 359.468
3, 184.096, 359.475
2, 102.828, 359.475
2, 106.535, 359.475
2, 191.228, 359.476
3, 174.323, 359.483
2, 211.811, 359.487
2, 175.520, 359.492
2, 194.464, 359.492
2, 177.572, 359.496
2, 115.884,   359.5
3, 163.592, 359.509
2, 160.774, 359.512
3, 121.942, 359.514
3, 365.827, 359.516
3, 112.322, 359.529
3, 120.767,  359.53
3,  98.254, 359.539
2, 118.104, 359.547
3, 196.252, 359.561
3, 199.003, 359.563
3, 178.632, 359.585
2, 208.089, 359.594
2, 106.951, 359.596
2, 206.110,   359.6
3, 206.110,   359.6
3, 119.206, 359.603
3, 195.126, 359.612
3, 198.583, 359.621
3, 215.366, 359.627
2, 135.971, 359.635
2, 131.634, 359.635
2, 585.859, 359.636
3, 585.859, 359.636
3, 213.725, 359.647
3, 160.386, 359.648
2, 535.698, 359.668
3, 115.512, 359.669
3, 324.285, 359.725
3, 173.456, 359.737
3, 208.636, 359.738
3, 155.584, 359.739
2, 124.068, 359.745
2, 120.006, 359.748
2, 118.812, 359.751
3, 266.048, 359.756
2, 182.021, 359.757
2, 155.008, 359.761
3, 173.974, 359.771
2, 309.572,  359.78
3, 171.628,  359.79
2, 200.372, 359.793
3, 231.728, 359.801
2, 129.350, 359.804
2, 131.586, 359.804
3, 119.207, 359.807
3, 250.683,  359.81
3, 211.713, 359.817
3, 293.904, 359.821
3, 156.703, 359.827
2, 147.234, 359.861
3, 235.897,  359.87
3, 270.451, 359.876
2, 196.613, 359.879
2, 202.215, 359.879
3, 196.613, 359.879
3, 202.215, 359.879
3, 175.887, 359.881
2, 349.844, 359.883
3, 195.313, 359.894
3, 182.680, 359.895
3, 242.841, 359.899
3, 186.080, 359.902
3, 124.871, 359.922
3, 119.404, 359.934
3, 119.341, 359.934
3, 189.740,  359.95
2, 183.626, 359.956
2,  98.721, 359.962
3, 151.458, 359.964
3, 475.520, 359.972
2,  96.130, 359.986
3, 101.337, 359.994
2, 238.969, 359.999
2, 306.398, 360.006
2, 115.523, 360.023
3, 454.296, 360.024
3, 178.429,  360.03
3, 238.201, 360.038
3, 204.804,  360.04
3, 159.161,  360.04
2, 113.713,  360.05
2, 188.719, 360.067
3, 217.075, 360.069
2, 219.914,  360.09
2, 178.927, 360.094
2, 210.718, 360.105
3, 163.607, 360.114
3, 122.710,  360.12
2, 347.230, 360.121
2, -54.919, 360.126
2, 365.615, 360.126
3, -54.919, 360.126
3, 365.615, 360.126
3, 487.146, 360.135
2, 170.104, 360.153
2, 519.193, 360.158
3, 385.863, 360.159
3, 219.240, 360.165
3, 229.429, 360.194
3, 239.323, 360.208
3, 139.469, 360.217
3, 190.351,  360.22
3, 187.113, 360.243
3, 236.075, 360.256
3, 125.902, 360.257
3,  97.746, 360.265
3, 352.371, 360.277
2, 121.505, 360.282
2, 166.455, 360.291
3, 580.538, 360.304
2, 523.048, 360.306
3, 121.011, 360.326
2, 373.280, 360.364
2, 375.626, 360.364
3, 170.708, 360.368
2, 168.176, 360.377
3, 168.176, 360.377
3, 522.989,  360.39
3, 157.227, 360.403
3, 182.707, 360.409
3, 271.101, 360.429
3, 208.854, 360.439
2, 533.507, 360.445
2, 160.413, 360.452
2, 161.323, 360.452
3, 160.413, 360.452
3, 161.323, 360.452
3, 177.306, 360.469
2, 228.149, 360.495
3, 233.702, 360.496
3, 229.559, 360.497
3, 222.680, 360.512
2, 149.868, 360.521
3, 355.639, 360.537
2, 235.459,  360.55
2, 178.450, 360.558
3, 174.847, 360.573
2, 199.708, 360.601
3, 232.178, 360.605
3, 188.789, 360.608
3, 210.041, 360.616
2, 404.370, 360.646
3, 233.528, 360.649
2, 113.698, 360.653
2, 171.730, 360.668
3, 171.870, 360.682
2, 205.922, 360.702
3, 154.900, 360.702
2, 144.922, 360.713
2, 234.240,  360.73
2, 181.102, 360.745
2, 113.796, 360.751
2, 121.475, 360.755
3, 229.962, 360.782
2, 180.048, 360.826
3, 243.559, 360.828
3, 231.358, 360.828
2, 200.288, 360.839
2, 152.064,  360.85
3, 121.904, 360.868
2, 561.168, 360.897
2, 121.337, 360.909
3, 155.825, 360.909
2, 102.517, 360.911
2, 597.991, 360.912
2, 171.546, 360.924
2, 501.299, 360.951
2, 209.425, 360.959
3, 175.134, 360.966
3, 212.246, 360.993
2, 406.419, 361.008
3, 125.217, 361.019
3, 122.656, 361.019
2, 157.572, 361.034
2, 526.867, 361.049
3, 167.761, 361.068
3, 185.879, 361.083
2, 580.789, 361.097
2, 118.875, 361.097
2, 188.068, 361.099
2, 227.922, 361.119
2, 169.183, 361.129
3, 439.244, 361.139
3, 197.966, 361.148
2, 543.881, 361.187
2, 544.332, 361.187
2, 116.672, 361.213
2, 118.394, 361.214
3, 171.644, 361.256
2, 169.149, 361.319
2, 156.478, 361.336
3, 227.450, 361.336
2, 204.857, 361.339
2, 198.838, 361.339
3, 204.857, 361.339
3, 198.838, 361.339
2, 157.893, 361.349
3, 359.893, 361.384
3, 488.328, 361.389
3, 236.871, 361.396
3, 215.651, 361.397
3, 186.336, 361.397
2, 178.865, 361.405
3, 174.541, 361.431
3, 182.449, 361.442
2, 136.894, 361.452
2, 151.396, 361.452
3, 213.094, 361.462
3, 238.538, 361.475
3, 181.769, 361.488
2, 178.811, 361.497
3, 143.671, 361.576
3, 312.836, 361.592
3, 205.425, 361.609
3, 155.177, 361.616
2, 308.311, 361.637
3, 117.423, 361.642
2, 189.921, 361.651
2, 179.844, 361.675
3, 561.381, 361.682
3, 539.189, 361.682
3, 111.436, 361.724
3, 153.909, 361.726
2, 119.666, 361.765
3, 216.417, 361.794
3, 182.185,   361.8
2, 270.733, 361.801
3, 138.473, 361.801
3, 168.293, 361.822
3, 184.415,  361.83
3, 165.046,  361.83
2, 465.523, 361.853
3, 196.353, 361.865
3, 222.576, 361.905
2, 121.155, 361.917
2, 114.399, 361.917
3, 120.166, 361.933
3, 227.629, 361.936
3, 227.690, 361.936
3, 216.380, 361.971
3, 183.716, 361.988
3, 185.805, 361.988
3, 238.992, 361.996
2, 122.459, 362.013
3, 122.038, 362.044
3, 588.966, 362.044
3, 206.708, 362.131
2, 122.914,  362.15
3, 409.991, 362.167
2, 573.014, 362.209
2, 209.466, 362.214
3, 228.177, 362.228
3, 177.437,  362.27
3, 561.155, 362.305
3, 560.274, 362.305
2, 256.783, 362.372
2, 179.754, 362.423
2, 153.750, 362.459
3, 103.088, 362.553
2, 344.518, 362.588
3, 177.613, 362.593
3, 187.797, 362.593
2,  97.087, 362.606
2, 371.829,  362.79
3, 198.574, 362.797
3, 291.508, 362.818
2, 121.516, 362.825
3, 132.437, 362.833
3, 177.404, 362.861
2, 194.465, 362.912
3, 194.465, 362.912
2, 227.925, 362.947
2, 117.806,  362.96
2, 127.153, 363.042
2, 104.564, 363.056
2, 226.790, 363.072
3, 102.792, 363.074
2, 187.733, 363.076
2, 582.211, 363.123
3, 309.328,  363.15
3, 343.485, 363.239
3, 121.122, 363.239
3, 265.376, 363.246
2, 101.523, 363.329
3, 121.739, 363.352
2, 181.903, 363.352
3, 126.285, 363.358
2, 163.864, 363.358
3, 187.377, 363.383
3, 171.186,  363.43
3, 124.771, 363.501
2, 127.735, 363.558
2, 163.715, 363.571
2, 293.081, 363.605
2, 178.666, 363.648
3, 119.658, 363.661
3, 301.939, 363.767
2, 121.787, 363.791
2, 170.780, 363.825
2, 278.669, 363.828
2, 121.234, 363.853
3, 122.996, 363.877
3, 183.671, 363.943
2, 379.657, 363.988
2, 124.740, 364.044
2, 182.812,  364.09
3, 202.456, 364.181
3, 125.270, 364.188
2, 104.396, 364.266
2, 433.659, 364.301
3, 234.540, 364.344
2, 122.523, 364.368
2, 124.492, 364.368
3, 102.041, 364.456
3, 118.390, 364.461
2,  91.797, 364.469
2, 235.250, 364.543
3, 122.019,  364.62
2, 123.835, 364.684
3, 508.841, 364.695
3, 195.159, 364.904
2,  95.289, 364.934
3, 156.591, 364.952
2, 156.884, 364.957
3, 188.775, 364.981
2, 174.086, 364.985
2, 183.574, 364.986
2, 164.923, 365.006
3, 164.923, 365.006
3, 181.918, 365.008
3, 101.008, 365.028
3, 307.344,  365.03
2, 120.431, 365.033
3, 120.431, 365.033
2, 299.180, 365.036
2, 169.268, 365.043
2, 171.437, 365.046
3,  98.365, 365.057
2, 486.080, 365.066
2, 276.301, 365.072
2, -181.737, 365.072
3, 276.301, 365.072
3, -181.737, 365.072
3, 191.125, 365.078
3, 124.443, 365.079
3, 119.218, 365.083
2, 183.237, 365.083
2, 131.396, 365.094, 365.094
2, 121.657, 365.095
2, 122.184, 365.095
2, 180.798, 365.098
3, 173.370,   365.1
3, 167.789, 365.101
3, 207.913, 365.101
2, 180.817, 365.114
3, 118.287, 365.114
3, 185.106,  365.12
3, 185.038, 365.122
2, 155.616, 365.123
2, 236.538, 365.153
3, 236.538, 365.153
3, 251.609, 365.161
3, 252.120, 365.161
3, 255.364, 365.161
3, 255.062, 365.161
3, 249.336, 365.161
3, 253.793, 365.161
3, 260.545, 365.161
3, 176.270, 365.162
3, 160.018, 365.162
2, 151.454, 365.163
3, 182.220, 365.163
2, 1027.084, 365.168
2, 1032.082, 365.168
3, 1027.084, 365.168
3, 1032.082, 365.168
2, 161.949,  365.17
3, 123.284, 365.172
2, 569.578, 365.173
3, 186.680, 365.176
3, 186.277, 365.183
2, 905.713, 365.183
2, 165.891, 365.183
2, 121.168, 365.184
2,  98.204, 365.184
3, 121.168, 365.184
3,  98.204, 365.184
2, 175.812, 365.195
3, 301.404, 365.198
3, 172.813, 365.203
3, 235.795, 365.203
3, 290.776, 365.204
2, 301.945, 365.205
3, 324.839, 365.206
2, 168.216,  365.21
2, 213.604, 365.215
2, 155.126, 365.216
2, 178.284, 365.216
3, 135.917, 365.227
3, 255.889, 365.238
2, 1028.129, 365.239
3, 1028.129, 365.239
2, 540.358, 365.243
2, 123.629, 365.243
3, 540.358, 365.243
3, 123.629, 365.243
3, 178.385, 365.245
3, 177.045, 365.246
3, 118.986, 365.253
3, 282.217, 365.253
3, 186.759, 365.254
3, 187.512, 365.258
3,  99.041, 365.265
3, 175.754, 365.269
3, 229.552, 365.272
3, 199.461, 365.273
2, 171.266, 365.277
2, 174.034, 365.277
3, 171.266, 365.277
3, 174.034, 365.277
3, 189.390, 365.293
2, 232.565, 365.301
2, 121.052, 365.301
3, 232.596, 365.304
2, 261.280, 365.306
2, 181.844, 365.312
2, 244.542, 365.319
3, 244.542, 365.319
3, 188.748, 365.327
3, 244.592, 365.333
3, 176.180, 365.334
3, 154.770, 365.334
2, 280.769, 365.338
2, 248.351, 365.338
3, 160.769, 365.338
2, 118.466, 365.346
3, 239.988, 365.348
3, 190.586, 365.349
3, 346.825,  365.35
3, 180.047, 365.351
2, 215.673, 365.354
2, 200.676, 365.359
2, 210.143, 365.362
2, 187.581, 365.362
2, 1075.148, 365.363
3, 1075.148, 365.363
3, 154.354,  365.37
3, 544.665, 365.371
3, 542.955, 365.371
3, 428.622, 365.376
2, 376.178, 365.384
3, 231.733, 365.389
3, 118.959,  365.39
2, 1024.377, 365.399, 365.399
2, 1020.353, 365.399, 365.399
3, 1024.377, 365.399
3, 1020.353, 365.399
2, -183.144, 365.409
3, -183.144, 365.409
2, 666.478, 365.409
2, 665.109, 365.409
3, 666.478, 365.409, 365.409
3, 665.109, 365.409, 365.409
2, 124.130, 365.416
2, 121.745, 365.416
3, 124.130, 365.416
3, 121.745, 365.416
3, 435.215, 365.427
2, 157.878, 365.436
2, 131.610,  365.44
3, 184.230, 365.444
3, 231.822, 365.446
3, 185.119, 365.448
3, 421.132, 365.453
3, 214.448, 365.453
3, 182.772, 365.464
3, 217.202, 365.471
3, 204.261, 365.471
3, 252.045, 365.472
3, 174.800, 365.475
3, 355.331, 365.475
3, 196.759, 365.475
3, 215.033, 365.478
2, 206.571, 365.486
2, 205.644, 365.486
3, 193.633, 365.489
3, 189.100, 365.494
2, 122.330, 365.494
2, 173.218, 365.506
3, 219.505, 365.511
3, 191.881, 365.518
3, 179.548,  365.52
2, 180.949, 365.522
3, 309.995, 365.527
2, 173.989, 365.528
2, 174.780, 365.528
3, 436.236, 365.542
3, 321.219, 365.552
3, 324.988, 365.552
2, 353.352, 365.556
2, 239.998, 365.559
3, 183.525, 365.559
3,  87.864, 365.559
3, 172.845, 365.559
2, 481.558,  365.56
3, 178.554, 365.564
2, 194.539, 365.569
3,  94.370,  365.57
2, 194.167, 365.572
3, 122.003, 365.584
3, 214.092, 365.585
3, 157.860, 365.586
2, 174.497, 365.589
2, 188.730, 365.595
3, 199.314, 365.601
2, 161.123, 365.604
2, 165.268, 365.604
3, 161.123, 365.604
3, 165.268, 365.604
2, 155.836, 365.608
2, 255.014, 365.609
3, 369.500,  365.61
3, 596.355, 365.628
2, 192.424, 365.633
2, 287.531, 365.641
3, 203.357, 365.647
3, 170.074, 365.654
3, 182.814, 365.655
3, 194.804, 365.658
3, -317.703, 365.658, 365.658
2, 182.851, 365.671
2, 259.390, 365.672
2, 188.097, 365.677
3,  81.127, 365.679
2, 176.043, 365.679
3, 198.628, 365.679
3, 292.015, 365.693
3, 172.373, 365.694
3, 178.284, 365.698
2, 449.836, 365.704
3, 178.767, 365.706
3, 181.275,  365.71
2, 122.626, 365.716
2, 121.257, 365.716
2, 162.315, 365.716
3, 117.457, 365.721
3, 284.033, 365.723
3, 180.372, 365.738
3, 203.160, 365.739
3, 198.960, 365.739
3, 125.490, 365.742
2, 171.014, 365.747
3, 101.110, 365.751
3, 194.917, 365.756
2, 285.556, 365.759
3, 237.552,  365.76
3, 125.701, 365.765
2, 186.028, 365.769
2, 247.722, 365.783
2, 259.131, 365.783
3, 364.173, 365.785
3, 243.889, 365.788
2, 321.455, 365.788
2, 125.232, 365.795
2, 125.261, 365.795
3, 125.232, 365.795
3, 125.261, 365.795
3, 122.831, 365.796
3, 188.203, 365.802
3, 210.029, 365.821
2, 177.076, 365.823
2, 295.264, 365.828
3, 259.870, 365.837
2, 185.563,  365.84
3, 225.485,  365.84
2,  35.544, 365.844
3,  35.544, 365.844
2, 173.020, 365.862
2, 121.526, 365.864
2, 596.333, 365.864
3, 121.526, 365.864
3, 596.333, 365.864
2, 117.736, 365.864
2, 223.505, 365.868
3, 203.410, 365.873
2, 237.711, 365.885
2, 382.014, 365.885
3, 237.711, 365.885
3, 382.014, 365.885
2, 335.231, 365.891
2, 201.576, 365.896
2, 216.470,   365.9
3, 122.053,  365.91
3, 171.393, 365.912
2, 217.515, 365.915
2, 356.073, 365.921
2, 100.606, 365.923
2, 116.485, 365.923
2, 1015.878, 365.928
2, 1017.314, 365.928
3, 1015.878, 365.928
3, 1017.314, 365.928
2, 347.607, 365.931
3, 244.308, 365.934
3, 197.056, 365.936
3, 188.214, 365.936
3, 149.521, 365.937
3, 180.896, 365.937
2, 220.079, 365.939
3, 184.035, 365.941
3, 121.523, 365.958
3, 180.076, 365.958
2, 188.317, 365.961
2, 181.396, 365.974
3, 186.380, 365.994
3, 526.394, 365.997
3, 218.849, 366.002
3, 382.091, 366.008
2, 182.367, 366.009
3, 182.367, 366.009
2, -58.139, 366.011
2, 177.981, 366.011
3, -58.139, 366.011
3, 177.981, 366.011
2, 243.225, 366.013
2, 179.242, 366.015
2, 131.715, 366.028
2, 132.220, 366.028
3, 131.715, 366.028
3, 132.220, 366.028
3, 185.685, 366.038
2, 219.714,  366.04
3, 179.888, 366.047
3,  77.856, 366.054
3, 118.334, 366.059
2, 256.585, 366.063
3, 188.156, 366.065
2, 184.251, 366.073
2, 132.508, 366.073
3, 167.570, 366.079
2, 304.411, 366.082
2, 247.565, 366.098
2, 249.398, 366.107
3, 240.851, 366.117
3, 224.196, 366.123
3, 182.747, 366.125
3, 959.029, 366.138
3, 123.300, 366.138
3, 112.532, 366.142
2, 622.052, 366.142
3, 171.361, 366.145
2, 248.105, 366.146
2, 120.412, 366.146
3, 293.396,  366.16
2, 231.124, 366.161
2, 241.000, 366.162
3, 170.641, 366.163
3, 177.580, 366.163
3, 171.107, 366.165
3,  96.069, 366.167
2, 249.864,  366.17
3, 226.236, 366.177
3, 282.999, 366.179
2, 268.664, 366.181
2, 241.475, 366.186
2, 250.666, 366.188
2, 266.597, 366.197
2, 179.472, 366.198
2, 162.061, 366.203
2, 281.895, 366.203
3, 162.061, 366.203
3, 281.895, 366.203
3, 186.714, 366.208
3, 147.730, 366.209
2,  66.724, 366.209
3, 116.647,  366.21
3, 176.533, 366.229
3, 185.939, 366.232
2, 180.828, 366.236
3, 204.292, 366.237
2, 183.683, 366.244
2, 186.631, 366.245
2, 184.312, 366.245
3, 159.477, 366.245
2, 384.966, 366.246
3, 153.484, 366.246
3, 165.451, 366.248
2, 307.829,  366.25
2, 200.295, 366.252
2, 200.572, 366.252
3, 200.295, 366.252
3, 200.572, 366.252
3, 182.779, 366.273
2, 235.067, 366.275
2, 213.480, 366.279
3, 233.500, 366.284
3, 276.221, 366.287
3, 181.085, 366.296
2, 215.681, 366.297
3, 315.178, 366.302
3, 382.805, 366.303
2, 122.959, 366.304
2, 370.750, 366.313
3, 178.327, 366.326
2, 231.632, 366.327
2, 106.552, 366.336
3, 247.193, 366.342
3, 170.914, 366.345
3, 117.300, 366.345
2, 204.986, 366.361
2, 169.100, 366.368
3, 190.938, 366.397
3, 192.461, 366.407
3, 231.045, 366.408
2, 168.503, 366.419
3, 179.037,  366.42
3, 126.268, 366.427
3, 169.366, 366.436
3, 101.754, 366.437
2, 123.109, 366.438
3, 187.014, 366.452
2, 200.975, 366.462
3, 183.460, 366.465
2, 188.800, 366.466
2, 100.517, 366.482
3, 205.191, 366.498
3, 170.121, 366.506
3, 108.431, 366.509
3, 189.650, 366.511
3,  93.335, 366.515
2, 169.349, 366.518
2, 187.239, 366.529
2, 177.748, 366.537
2, 227.128, 366.537
2, 203.127, 366.549
3, 359.787, 366.554
3, 202.553,  366.56
3, 131.699, 366.564
3, 199.806, 366.568
3, 216.201, 366.574
3, 177.345, 366.577
3, 181.579,  366.58
3, 201.839, 366.592
2, 224.118,   366.6
2, 179.199, 366.636
2, 235.965, 366.639
2, 452.683, 366.641
2, 238.517, 366.644
3, 259.151, 366.644
3, 464.661,  366.68
3, 173.977,   366.7
3, 117.786, 366.701
2, 118.834, 366.702
3, 228.234, 366.709
2, 808.069, 366.725
3, 808.069, 366.725
3, 214.656, 366.735
3, 127.557, 366.748
2, 143.330, 366.751
3, 172.314, 366.782
2, 156.392, 366.783
3, 257.712, 366.794
2, 195.708, 366.796
3, 221.912, 366.798
3, 107.854, 366.798
2, 155.871, 366.801
2, 176.610, 366.808
3, 184.619, 366.812
2, 119.886, 366.813
3, 179.332, 366.819
2, 124.872,  366.82
3, 217.722, 366.822
3, 231.270, 366.829
2, 181.557, 366.829
2, 177.258, 366.829
3, 192.351, 366.845
3, 196.745, 366.845
2, 474.552, 366.853
2, 108.644, 366.853
3, 474.552, 366.853
3, 108.644, 366.853
3, 182.732,  366.86
3, 191.805, 366.864
3, 201.750,  366.87
3, 114.032, 366.871
2, 119.900, 366.875
3, 231.960, 366.888
3, 202.012, 366.926
3, 134.563, 366.927
2, 506.925, 366.935
3, 234.641, 366.936
2, 153.070, 366.939
3, 165.383,  366.95
3, 113.040, 366.962
3, 122.575, 366.962
3, 118.755, 366.963
3, 272.881, 366.965
3, 219.057, 366.983
3, 240.750, 366.987
2, 174.977, 366.993
2, 320.662, 366.999
2, 122.496, 367.001
3, 182.156, 367.021
3, 175.997, 367.028
3, 168.706, 367.032
3, 187.413, 367.045
3, 186.579, 367.046
2, 118.240, 367.075
2, 249.159, 367.083
3, 249.159, 367.083
3, 255.360,   367.1
2,  97.005, 367.102
3, 132.132, 367.117
3, 301.073, 367.117
2, 165.523,  367.12
3, 119.907, 367.122
3, 223.319, 367.128
